provider;provider_country_name;provider_country_iso3;host_country_name;host_country_iso3;region_name;location;az_number;launch_year;source;;;;
Oracle Cloud Services;United States of America;USA;Canada;CAN;Canada Southeast (Toronto);Toronto;1;2019;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-cloud-infrastructure-launches-toronto-region;;;
Oracle Cloud Services;United States of America;USA;Chile;CHL;Chile Central;Santiago;1;2020;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-opens-second-cloud-region-in-chile/;;;
Oracle Cloud Services;United States of America;USA;Chile ;CHL;Chile West;Valparaiso;1;2023;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-becomes-the-first-hyperscaler-with-two-cloud-regions-in-chile-2023-12-12/;;;
Oracle Cloud Services;United States of America;USA;Colombia;COL;Colombia Central;Bogota;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;France;FRA;France Central;Paris;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-opens-cloud-region-in-paris/;;;
Oracle Cloud Services;United States of America;USA;France ;FRA;France South;Marseille;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Germany;DEU;Germany Central;Frankfurt;3;2017;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterknowledge.com/cloud/oracle-launches-cloud-data-centers-in-frankfurt;;;
Oracle Cloud Services;United States of America;USA;India;IND;India South;Hyderabad;1;2020;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-opens-second-cloud-data-center-hyderabad-india/;;;
Oracle Cloud Services;United States of America;USA;India;IND;India West;Mumbai;1;2019;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-launches-four-new-cloud-regions-across-four-continents;;;
Oracle Cloud Services;United States of America;USA;Indonesia;IDN;Indonesia North;Batam;1;2025;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-establishes-cloud-presence-in-indonesia/;;;
Oracle Cloud Services;United States of America;USA;Israel;ISR;Israel Central;JerUnited States of Americalem;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Italy ;ITA;Italy;Turin;1;2025;https://www.oracle.com/news/announcement/oracle-opens-second-public-cloud-region-in-italy-2025-11-19/;;;;
Oracle Cloud Services;United States of America;USA;Italy ;ITA;Italy Northwest;Milan;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Japan;JPN;Japan Central;Osaka;1;2020;https://www.oracle.com/cloud/public-cloud-regions/;https://docs.oracle.com/de-de/iaas/releasenotes/changes/b792b6a2-b78f-463e-9af9-5494960c302d/;;;
Oracle Cloud Services;United States of America;USA;Japan ;JPN;Japan East;Tokyo;1;2019;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-cloud-infrastructure-launches-tokyo-region;;;
Oracle Cloud Services;United States of America;USA;Mexico;MEX;Mexico Central;Queretaro;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-becomes-first-hyperscaler-to-open-a-cloud-region-in-mexico-2022-06-30/;;;
Oracle Cloud Services;United States of America;USA;Mexico;MEX;Mexico Northeast;Monterrey;1;2023;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-to-develop-cloud-region-in-nuevo-leon-mexico/;;;
Oracle Cloud Services;United States of America;USA;Netherlands;NLD;Netherlands Northwest;Amsterdam;1;NA;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;Saudi Arabia;SAU;Saudi Arabia Central;Riyadh;1;2024;https://www.oracle.com/cloud/public-cloud-regions/;;;;https://www.oracle.com/de/news/announcement/oracle-strengthens-saudi-arabias-ai-economy-with-opening-of-second-public-cloud-region-2024-08-06/
Oracle Cloud Services;United States of America;USA;Saudi Arabia;SAU;Saudi Arabia West ;Jeddah;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Serbia;SRB;Serbia Central;Jovanovac;1;2023;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-serbia-2023-05-12/;;;
Oracle Cloud Services;United States of America;USA;Singapore;SGP;Singapore West;Singapore;1;2024;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-opens-second-cloud-region-in-singapore;"really ""second"" region?";;
Oracle Cloud Services;United States of America;USA;South Africa;ZAF;South Africa Central;Johannesburg;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Korea, Republic of;KOR;South Korea Central;Seoul;1;2019;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-cloud-infrastructure-now-live-in-seoul;;;
Oracle Cloud Services;United States of America;USA;Korea, Republic of;KOR;South Korea North;Chuncheon;1;2020;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-officially-launches-cloud-data-center-south-korea-plans-second-2020/;;;
Oracle Cloud Services;United States of America;USA;Spain;ESP;Spain Central (Madrid);Madrid;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-opens-madrid-cloud-region-in-spain/;;;
Oracle Cloud Services;United States of America;USA;Sweden ;SWE;Sweden Central (Gävle);Stockholm;1;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;Switzerland;CHE;Switzerland North;Zurich;1;2019;https://www.oracle.com/cloud/public-cloud-regions/;https://blogs.oracle.com/cloud-infrastructure/oracle-launches-four-new-cloud-regions-across-four-continents;;;
Oracle Cloud Services;United States of America;USA;United Arab Emirates;ARE;UAE Central;Abu Dhabi;1;2021;https://www.oracle.com/cloud/public-cloud-regions/;https://www.datacenterdynamics.com/en/news/oracle-to-increase-abu-dhabi-investment-five-fold/;;;
Oracle Cloud Services;United States of America;USA;United Kingdom;GBR;UK South;London;3;NA;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;United Kingdom;GBR;UK West;Newport;1;NA;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;United States of America;USA;US East;Ashburn;3;NA;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;United States of America ;USA;US Midwest;Chicago;3;2022;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-opens-cloud-region-in-chicago-2022-12-15/;;;
Oracle Cloud Services;United States of America;USA;United States of America;USA;US West (Phoenix);Phoenix;3;NA;https://www.oracle.com/cloud/public-cloud-regions/;;;;
Oracle Cloud Services;United States of America;USA;United States of America;USA;US West (San Jose);San Jose;1;2020;https://www.oracle.com/cloud/public-cloud-regions/;https://www.oracle.com/news/announcement/oracle-cloud-expands-san-jose-region-080520/#:~:text=Today%20Oracle%20announced%20its%20San,between%20Oracle%20and%20Microsoft%20Azure.;;;
Salesforce;United States of America;USA;Netherlands;NLD;NA;Netherlands;1;NA;https://help.salesforce.com/s/articleView?id=000396845&type=1;;;;
Salesforce;United States of America;USA;Sweden;SWE;NA;Stockholm;1;NA;https://help.salesforce.com/s/articleView?id=000396845&type=2;;;;
Salesforce;United States of America;USA;Japan;JPN;NA;Tokyo;1;2017;https://help.salesforce.com/s/articleView?id=000396845&type=3;https://www.salesforce.com/news/press-releases/2017/04/14/salesforce-opens-second-data-center-in-japan-to-deliver-the-salesforce-intelligent-customer-success-platform-to-customers-locally/;;;
Salesforce;United States of America;USA;United States of America;USA;Virginia North;Virginia;1;NA;https://help.salesforce.com/s/articleView?id=000396845&type=4;;;;
Salesforce;United States of America;USA;United States of America;USA;Virginia South;Virginia;1;NA;https://help.salesforce.com/s/articleView?id=000396845&type=5;;;;
Tencent;China;CHN;China;CHN;South China;Guangzhou;2;NA;https://www.tencentcloud.com/document/product/213/6091;;;;
Tencent;China;CHN;China;CHN;East China (Shanghai);Shanghai;3;NA;https://www.tencentcloud.com/document/product/213/6092;;;;
Tencent;China;CHN;China;CHN;East China (Nanjing);Nanjing;2;NA;https://www.tencentcloud.com/document/product/213/6093;;;;
Tencent;China;CHN;China ;CHN;North China (Beijing);Beijing;3;NA;https://www.tencentcloud.com/document/product/213/6094;;;;
Tencent;China;CHN;China ;CHN;Southwest China (Chengdu);Chengdu;1;NA;https://www.tencentcloud.com/document/product/213/6095;;;;
Tencent;China;CHN;China;CHN;Southwest China (Chongqing);Chongqing;1;NA;https://www.tencentcloud.com/document/product/213/6096;;;;
Tencent;China;CHN;China;CHN;Northwest Chna;Zhongwei;1;NA;https://www.tencentcloud.com/document/product/213/6097;;;;
Tencent;China;CHN;Hong Kong;HKG;Hong Kong, Macao, Taiwan;Hong Kong;2;2018;https://www.tencentcloud.com/document/product/213/6098;https://www.tencent.com/en-us/articles/2201165.html;https://www.datacenterdynamics.com/en/news/tencent-launches-data-centers-in-the-us-india-hong-kong/;;
Tencent;China;CHN;Singapore;SGP;Asia Pacific and the Middle East (Singapore);Singapore;4;2021;https://www.tencentcloud.com/document/product/213/6099;https://www.tencent.com/en-us/articles/2201165.html;;;
Tencent;China;CHN;Indonesia;IDN;Asia Pacific and the Middle East (Jakarta);Jakarta;3;2020;https://www.tencentcloud.com/document/product/213/6100;https://www.tencent.com/en-us/articles/2201165.html;;;
Tencent;China;CHN;Korea, Republic of;KOR;Asia Pacific and the Middle East (Seoul);Seoul;2;2020;https://www.tencentcloud.com/document/product/213/6101;https://www.tencent.com/en-us/articles/2201165.html;;;
Tencent;China;CHN;Japan;JPN;Asia Pacific and the Middle East (Tokyo);Tokyo;2;2021;https://www.tencentcloud.com/document/product/213/6102;https://www.tencent.com/en-us/articles/2201165.html;;;
Tencent;China;CHN;Thailand;THA;Asia Pacific and the Middle East (Bangkok);Bangkok;2;2021;https://www.tencentcloud.com/document/product/213/6103;https://www.tencent.com/en-us/articles/2201165.html;;;
Tencent;China;CHN;Saudi Arabia;SAU;Asia Pacific and the Middle East (Riyadh);Riyadh;2;2025;https://www.tencentcloud.com/document/product/213/6104;https://www.datacenterdynamics.com/en/news/tencent-cloud-launches-first-middle-east-cloud-region-in-saudi-arabia/;;;
Tencent;China;CHN;Brazil;BRA;Europe and the Americas (Sao Paulo);Sao Paulo;1;2021;https://www.tencentcloud.com/document/product/213/6105;https://www.tencentcloud.com/zh/dynamic/news-details/100197;;;
Tencent;China;CHN;United States of America;USA;Europe and the Americas (Silicon Valley);Silicon Valley;2;2018;https://www.tencentcloud.com/document/product/213/6106;https://www.datacenterdynamics.com/en/news/tencent-launches-data-centers-in-the-us-india-hong-kong/;;;
Tencent;China;CHN;United States of America;USA;Europe and the Americas (Virginia);Virginia;2;2018;https://www.tencentcloud.com/document/product/213/6107;https://www.datacenterdynamics.com/en/news/tencent-launches-data-centers-in-the-us-india-hong-kong/;;;
Tencent;China;CHN;Germany;DEU;Europe and the Americas;Frankfurt;2;2021;https://www.tencentcloud.com/document/product/213/6108;https://www.tencent.com/en-us/articles/2201165.html;;;
IBM Cloud ;United States of America;USA;United States of America;USA;Dallas;Dallas ;3;2017;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-opens-four-us-data-centers/;;;
IBM Cloud ;United States of America;USA;Brazil;BRA;Sao Paulo;Sao Paulo;3;2021;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-opens-multizone-cloud-region-brazil/;;;
IBM Cloud ;United States of America;USA;Canada;CAN;Toronto;Toronto;3;2021;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-launches-multizone-cloud-region-in-montreal-canada/;;;
IBM Cloud ;United States of America;USA;United States of America;USA;Washington DC;Washington;3;2017;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-opens-four-us-data-centers/;;;
IBM Cloud ;United States of America;USA;Germany;DEU;Frankfurt;Frankfurt ;3;2014;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.connect-professional.de/datacenter-verkabelung/ibm-eroffnet-cloud-rechenzentrum-frankfurt-html-316223.html;;;
IBM Cloud ;United States of America;USA;United Kingdom;GBR;London;London;3;2017;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-opens-four-cloud-data-centers/;;;
IBM Cloud ;United States of America;USA;Spain;ESP;Madrid;Madrid;3;2023;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://es.newsroom.ibm.com/announcements?item=122781#:~:text=The%20IBM%20Multizone%20Cloud%20Region,technological%20transformation%20in%20Southern%20Europe.;;;
IBM Cloud ;United States of America;USA;Australia;AUS;Sydney;Sydney;3;2014;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.itnews.com.au/news/ibm-opens-fourth-australian-data-centre-463162;;;
IBM Cloud ;United States of America;USA;Japan;JPN;Tokyo;Tokyo;3;2008;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-launches-cloud-computing-center-in-tokyo/;;;
IBM Cloud ;United States of America;USA;India ;IND;Chennai;Chennai;3;2015;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-sets-up-second-softlayer-data-center-in-india/;;;
IBM Cloud ;United States of America;USA;Canada;CAN;Montreal;Montreal;3;2025;https://cloud.ibm.com/docs/overview?topic=overview-locations;https://www.datacenterdynamics.com/en/news/ibm-launches-multizone-cloud-region-in-montreal-canada/;;;
IBM Cloud ;United States of America;USA;Japan;JPN;Osaka;Osaka;3;NA;https://docs.digitalocean.com/platform/regional-availability/;;;;
Digital Ocean;United States of America;USA;United States of America;USA;New York Citity;New York ;3;2013;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/digitalocean-new-york-data-center-reopens-after-upgrade;;;
Digital Ocean;United States of America;USA;United States of America;USA;San Francisco;San Francisco;2;2020;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-a-new-datacenter-in-the-san-francisco-region-sfo3;;;
Digital Ocean;United States of America;USA;Netherlands;NLD;Amsterdam;Amsterdam;1;2013;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/digitalocean-announces-second-amsterdam-datacenter-ams2;;;
Digital Ocean;United States of America;USA;Singapore;SGP;Singapore;Singapore;1;2014;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/we-re-excited-to-announce-our-singapore-datacenter-sgp1;;;
Digital Ocean;United States of America;USA;United Kingdom;GBR;London;London;1;2014;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-our-london-region;;;
Digital Ocean;United States of America;USA;Germany;DEU;Frankfurt;Frankfurt;1;2015;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-our-new-european-region-frankfurt;;;
Digital Ocean;United States of America;USA;Canada;CAN;Toronto;Toronto;1;2015;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-our-new-canadian-datacenter-tor1;;;
Digital Ocean;United States of America;USA;India;IND;Bangalore;Bangalore;1;2016;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-our-bangalore-region-blr1;;;
Digital Ocean;United States of America;USA;Australia;AUS;Sydney;Sydney;1;2022;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-sydney-data-center;;;
Digital Ocean;United States of America;USA;United States of America;USA;Atlanta;Atlanta;1;2025;https://docs.digitalocean.com/platform/regional-availability/;https://www.digitalocean.com/blog/introducing-new-atlanta-data-center;;;
Huawei Cloud;China;CHN;Mexico;MEX;Mexico;Mexico City;4;2024;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://mexicobusiness.news/cloudanddata/news/huawei-cloud-launch-first-local-hyperscale-cloud-mexico#:~:text=The%20company's%20first%20local%20hyperscale,the%20company%20tells%20El%20Economista.&text=Tags:;;;
Huawei Cloud;China;CHN;Peru;PER;Peru;Lima;2;2017;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://telecomlead.com/telecom-services/telefonica-peru-transformed-data-center-huawei-77485;;;
Huawei Cloud;China;CHN;Chile;CHL;Chile;Santiago;2;2019;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.huawei.com/en/news/2019/8/huawei-cloud-chile-region-open#:~:text=We%20are%20currently%20living%20with,Airport%2C%20and%20Port%20of%20Tianjin.;;;
Huawei Cloud;China;CHN;Argentina;ARE;Argentina;Buenos Aires;1;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;Brazil;BRA;Brazil;Sao Paulo;3;2019;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.datacenterdynamics.com/en/news/huawei-to-launch-third-brazilian-cloud-availability-zone-next-year/;;;
Huawei Cloud;China;CHN;South Africa;ZAF;South Africa;Johannesburg;3;2019;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.datacenterdynamics.com/en/news/huawei-set-open-two-data-cenetrs-south-africa/;;;
Huawei Cloud;China;CHN;Ireland ;IRL;Ireland;Dublin;2;2023;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.huawei.com/ie/news/ie/2021/huawei-cloud-investment-2022;;;
Huawei Cloud;China;CHN;Turkey;TUR;Turkey;Istanbul;3;2023;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://english.news.cn/20230713/d27b34a162fd493ab86a3f5b76e99181/c.html;;;
Huawei Cloud;China;CHN;Egypt;EGY;Egypt ;Cairo;1;2024;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.huawei.com/en/news/2024/5/huawei-cloud-goes-live-in-egypt#:~:text=Huawei%20Cloud%20Becomes%20First%20Company,for%20countries%20in%20Northern%20Africa.;;;
Huawei Cloud;China;CHN;Saudi Arabia;SAU;Saudi Arabia ;Riyadh;3;2023;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.reuters.com/technology/chinas-huawei-opens-cloud-data-centre-saudi-arabia-regional-push-2023-09-04/;;;
Huawei Cloud;China;CHN;China;CHN;China;Karamay;1;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Horinger;3;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Ulanqab;3;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Qingdao;3;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Shanghai;3;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Guiyang;4;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Guangzhou;6;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Wuhu;3;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;Hong Kong;HKG;Hong Kong;Hong Kong;4;2018;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.huaweicloud.com/intl/en-us/news/1521535342029.html;;;
Huawei Cloud;China;CHN;China;CHN;China;Shenzhen;1;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;China;CHN;China;Beijing;7;NA;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;;;;
Huawei Cloud;China;CHN;Thailand;THA;Thailand;Bangkok;3;2019;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.datacenterdynamics.com/en/news/huawei-to-build-cloud-data-center-in-thailand/;;;
Huawei Cloud;China;CHN;Phillipines;PHL;Phillipines;Manila;3;2024;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.datacenterdynamics.com/en/news/huawei-launches-cloud-region-in-philippines/;;;
Huawei Cloud;China;CHN;Singapore;SGP;Singapore;Singapore;4;2019;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.datacenterdynamics.com/en/news/huawei-cloud-launched-singapore/;;;
Huawei Cloud;China;CHN;Indonesia;IDN;Indonesia;Jakarta;3;2022;https://www.huaweicloud.com/intl/en-us/about/global-infrastructure.html;https://www.huaweicloud.com/intl/en-us/news/20221123190220884.html#:~:text=Huawei%20Cloud%20Launches%20the%20Indonesia,a%20Digital%20Indonesia%2DHUAWEI%20CLOUD;;;
