provider;provider_country_name;provider_country_iso3;host_country_name;host_country_iso3;region_name;location;az_number;launch_year;source;;;;
Azure;United States of America;USA;China ;CHN;China East 2;Shanghai;1;2018;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;China ;CHN;China North;Beijing;1;2014;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;China ;CHN;China North 2;Beijing;1;2018;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;China ;CHN;China North 3;Hebei;1;2022;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Denmark ;DNK;Denmark East;Copenhagen;1;NA;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Hong Kong;HKG;East Asia;Hong Kong;1;2010;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Germany;DEU;Germany West Central;Frankfurt;1;2019;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;France;FRA;Frence Central;Paris;1;2018;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Greece;GRC;Greece Central;Athens;1;NA;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;India;IND;India South Central;Hyderabad;1;NA;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Indonesia;IDN;Indonesia Central;Jakarta;1;2025;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Israel;ISR;Israel Central;Israel;1;2023;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Italy;ITA;Italy North;Milan;1;2023;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Japan ;JPN;Japan East;Tokyo;1;2023;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Japan ;JPN;Japan West;Osaka;1;2014;https://datacenters.microsoft.com/globe/explore?view=table;;;;
Azure;United States of America;USA;Korea, Republic of;KOR;Korea Central;Seoul;1;2017;https://datacenters.microsoft.com/globe/explore?view=table;;;;
