"from","to","weight","year"
"BEL","AUT",3.547972,2021
"BGR","AUT",8.278602,2021
"BRA","AUT",1.182657,2021
"CAN","AUT",2.365315,2021
"CHE","AUT",2.365315,2021
"AUT","CHN",2.365315,2021
"CYP","AUT",10.643916,2021
"CZE","AUT",7.095945,2021
"DEU","AUT",4.73062999999999,2021
"DEU","AUT",4.73062999999999,2021
"DNK","AUT",2.365315,2021
"EST","AUT",2.365315,2021
"ESP","AUT",10.643917,2021
"FIN","AUT",1.182657,2021
"FRA","AUT",1.182658,2021
"AUT","GBR",21.287834,2021
"GRC","AUT",1.182657,2021
"HKG","AUT",1.182657,2021
"HRV","AUT",3.547973,2021
"IRL","AUT",85.151334,2021
"ITA","AUT",2.365315,2021
"LTU","AUT",2.365315,2021
"LUX","AUT",3.547973,2021
"LVA","AUT",1.182657,2021
"AUT","MLT",1.182657,2021
"AUT","NLD",4.73062899999999,2021
"POL","AUT",13.009232,2021
"PRT","AUT",1.182657,2021
"ROU","AUT",2.365315,2021
"RUS","AUT",9.461259,2021
"SWE","AUT",1.182658,2021
"SGP","AUT",1.182658,2021
"SVN","AUT",2.365315,2021
"SVK","AUT",2.365315,2021
"TUR","AUT",2.365315,2021
"AUT","USA",3.547972,2021
"ZAF","AUT",1.182657,2021
"BIH","BEL",0.236531,2021
"BIH","BEL",0.236531,2021
"BIH","BGR",0.118266,2021
"BIH","CAN",0.118266,2021
"BIH","CHE",1.537455,2021
"BIH","CHN",0.118266,2021
"BIH","CYP",0.118266,2021
"BIH","CZE",0.236531,2021
"BIH","DEU",3.902769,2021
"BIH","DEU",3.902769,2021
"BIH","DNK",0.118266,2021
"BIH","EST",0.118266,2021
"BIH","FRA",0.354797,2021
"BIH","GBR",1.182657,2021
"BIH","HRV",2.956644,2021
"BIH","HUN",0.118266,2021
"BIH","IRL",0.118266,2021
"BIH","ITA",0.709594,2021
"BIH","LUX",0.118266,2021
"BIH","NLD",0.473063,2021
"BIH","NOR",0.118266,2021
"BIH","POL",0.236531,2021
"BIH","ROU",0.118266,2021
"BIH","RUS",0.118266,2021
"BIH","SWE",0.354797,2021
"BIH","SGP",0.236531,2021
"BIH","SVN",2.365315,2021
"BIH","SVK",0.118266,2021
"BIH","TUR",0.236531,2021
"BIH","USA",1.300923,2021
"CAN","BGD",0.003,2021
"CHE","BGD",0.014,2021
"BGD","CHN",0.015,2021
"DEU","BGD",0.084,2021
"DEU","BGD",0.084,2021
"EGY","BGD",0.001,2021
"ESP","BGD",0.003,2021
"BGD","FIN",0.001,2021
"BGD","FRA",0.018,2021
"GBR","BGD",0.326,2021
"HKG","BGD",0.009,2021
"BGD","IDN",0.001,2021
"BGD","IRL",0.011,2021
"IND","BGD",0.14,2021
"BGD","JPN",0.022,2021
"LKA","BGD",0.001,2021
"MUS","BGD",0.002,2021
"MEX","BGD",0.001,2021
"NLD","BGD",0.171,2021
"BGD","NOR",0.001,2021
"BGD","PHL",0.013,2021
"BGD","POL",0.001,2021
"BGD","SAU",0.001,2021
"SGP","BGD",0.255,2021
"BGD","THA",0.009,2021
"USA","BGD",0.444,2021
"BGD","ZAF",0.001,2021
"BEL","BGR",2.365315,2021
"BEL","BGR",2.365315,2021
"BEL","CHE",20.105176,2021
"BEL","CHE",20.105176,2021
"BEL","CHN",2.365315,2021
"BEL","CHN",2.365315,2021
"BEL","CYP",1.182657,2021
"BEL","CYP",1.182657,2021
"BEL","CZE",2.365315,2021
"BEL","CZE",2.365315,2021
"BEL","DEU",21.287834,2021
"BEL","DEU",21.287834,2021
"BEL","DEU",21.287834,2021
"BEL","DEU",21.287834,2021
"BEL","DNK",2.365315,2021
"BEL","DNK",2.365315,2021
"BEL","EST",1.182657,2021
"BEL","EST",1.182657,2021
"BEL","ESP",4.73063,2021
"BEL","ESP",4.73063,2021
"BEL","FIN",4.73063,2021
"BEL","FIN",4.73063,2021
"GBR","BEL",1.182658,2021
"GBR","BEL",1.182658,2021
"BEL","GRC",2.365315,2021
"BEL","GRC",2.365315,2021
"BEL","HKG",1.182657,2021
"BEL","HKG",1.182657,2021
"BEL","HRV",1.182657,2021
"BEL","HRV",1.182657,2021
"BEL","HUN",1.182658,2021
"BEL","HUN",1.182658,2021
"IRL","BEL",27.201121,2021
"IRL","BEL",27.201121,2021
"BEL","ITA",20.105177,2021
"BEL","ITA",20.105177,2021
"BEL","JPN",2.365315,2021
"BEL","JPN",2.365315,2021
"BEL","KOR",3.547972,2021
"BEL","KOR",3.547972,2021
"BEL","LTU",1.182657,2021
"BEL","LTU",1.182657,2021
"BEL","LUX",7.095944,2021
"BEL","LUX",7.095944,2021
"BEL","MLT",2.365315,2021
"BEL","MLT",2.365315,2021
"BEL","NLD",1.182657,2021
"BEL","NLD",1.182657,2021
"BEL","PRT",1.182657,2021
"BEL","PRT",1.182657,2021
"ROU","BEL",2.365315,2021
"ROU","BEL",2.365315,2021
"RUS","BEL",2.365315,2021
"RUS","BEL",2.365315,2021
"BEL","SWE",2.365315,2021
"BEL","SWE",2.365315,2021
"BEL","SVN",1.182657,2021
"BEL","SVN",1.182657,2021
"BEL","SVK",2.365315,2021
"BEL","SVK",2.365315,2021
"TUR","BEL",1.182657,2021
"TUR","BEL",1.182657,2021
"USA","BEL",20.105176,2021
"USA","BEL",20.105176,2021
"BEL","ZAF",3.547972,2021
"BEL","ZAF",3.547972,2021
"BGR","BRA",0.118266,2021
"CAN","BGR",0.118266,2021
"BGR","CHE",15.019749,2021
"BGR","CHN",1.537454,2021
"BGR","CYP",49.43508,2021
"BGR","CZE",0.709594,2021
"BGR","DEU",16.67547,2021
"BGR","DEU",16.67547,2021
"BGR","DNK",15.729343,2021
"EST","BGR",0.118266,2021
"BGR","ESP",56.412759,2021
"BGR","FIN",0.354797,2021
"BGR","FRA",6.38635,2021
"BGR","GBR",96.031783,2021
"GRC","BGR",0.473063,2021
"HKG","BGR",0.709595,2021
"BGR","HRV",0.118266,2021
"BGR","HUN",5.676755,2021
"BGR","IDN",0.118266,2021
"BGR","IRL",51.327332,2021
"IND","BGR",0.236531,2021
"BGR","ISL",0.236531,2021
"BGR","ITA",0.82786,2021
"BGR","JPN",0.118266,2021
"KOR","BGR",0.118265,2021
"LUX","BGR",1.064391,2021
"LVA","BGR",0.118266,2021
"BGR","MLT",0.591328,2021
"BGR","MEX",0.118266,2021
"BGR","MYS",0.118266,2021
"BGR","NLD",38.909429,2021
"NOR","BGR",0.118265,2021
"BGR","NZL",0.118266,2021
"PHL","BGR",0.236531,2021
"BGR","POL",1.064392,2021
"BGR","PRT",0.236531,2021
"BGR","ROU",2.010518,2021
"RUS","BGR",0.473063,2021
"BGR","SWE",1.537455,2021
"BGR","SGP",1.773987,2021
"BGR","SVN",0.473063,2021
"BGR","SVK",6.386351,2021
"THA","BGR",0.118266,2021
"BGR","TUR",0.118266,2021
NA,"BGR",0.118266,2021
"BGR","USA",94.730859,2021
"BGR","ZAF",1.537455,2021
"CAN","BLR",0.0224,2021
"BLR","CHE",0.1283,2021
"BLR","CIV",0.0053,2021
"BLR","CHN",0.0258,2021
"BLR","CUW",0.1049,2021
"BLR","CYP",0.3702,2021
"BLR","CZE",0.5771,2021
"BLR","DEU",0.2334,2021
"BLR","DEU",0.2334,2021
"DNK","BLR",0.0529,2021
"EST","BLR",0.0946,2021
"BLR","ESP",0.0409,2021
"BLR","FIN",0.0111,2021
"BLR","FRA",0.1403,2021
"GBR","BLR",2.8994,2021
"GEO","BLR",0.0004,2021
"HRV","BLR",0.0396,2021
"BLR","HUN",0.1485,2021
"BLR","IRL",0.0567,2021
"ISR","BLR",0.006,2021
"BLR","IND",0.0283,2021
"BLR","ISL",0.0048,2021
"BLR","ITA",0.0359,2021
"BLR","JPN",0.0091,2021
"BLR","KGZ",0.0012,2021
"BLR","KOR",0.0162,2021
"BLR","CYM",0.0007,2021
"BLR","KAZ",0.0757,2021
"BLR","LTU",0.0593,2021
"LUX","BLR",0.0328,2021
"BLR","LVA",1.0784,2021
"MDA","BLR",0.1231,2021
"BLR","MLT",0.2372,2021
"MYS","BLR",0.0018,2021
"BLR","NGA",0.0069,2021
"BLR","NLD",8.1098,2021
"BLR",NA,0.03,2021
"BLR","POL",0.3612,2021
"BLR","ROU",0.0089,2021
"BLR","SRB",0.0009,2021
"BLR","RUS",3.82061,2021
"BLR","SGP",0.2421,2021
"BLR","SVN",0.1297,2021
"BLR","SVK",0.0942,2021
"BLR","SLE",0.0815,2021
"BLR","THA",0.085,2021
"BLR","TJK",0.0006,2021
"BLR","TUR",0.0378,2021
"UKR","BLR",0.2688,2021
"USA","BLR",0.4011,2021
"UZB","BLR",0.021,2021
"BLR","VCT",0.433,2021
"BLR","VEN",0.0008,2021
"CAN","USA",670,2021
"COL","CRI",7.88,2021
"CZE","COL",0.17,2021
"DEU","COL",17.37,2021
"DEU","COL",17.37,2021
"DNK","COL",0.56,2021
"COL","DOM",1.19,2021
"COL","ECU",17.71,2021
"ESP","COL",67.48,2021
"FIN","COL",1.05,2021
"FRA","COL",29.36,2021
"GBR","COL",40.73,2021
"COL","GTM",0.81,2021
"HKG","COL",0.02,2021
"COL","HND",1.2,2021
"HUN","COL",0.07,2021
"IRL","COL",5.23,2021
"ISR","COL",6.78,2021
"IND","COL",8.88,2021
"ITA","COL",12.22,2021
"JPN","COL",0.16,2021
"KOR","COL",1.87,2021
"MLT","COL",0.01,2021
"MEX","COL",64.49,2021
"COL","NIC",0.5,2021
"NLD","COL",22.13,2021
"NOR","COL",1.22,2021
"NZL","COL",0.15,2021
"COL","PAN",3.75,2021
"PER","COL",5.98,2021
"POL","COL",1.24,2021
"PRT","COL",0.93,2021
"COL","PRY",2.88,2021
"ROU","COL",0.53,2021
"COL",NA,22.54,2021
"RUS","COL",0.11,2021
"SWE","COL",4.32,2021
"SGP","COL",1.43,2021
"SVK","COL",0.16,2021
"COL","SLV",2.45,2021
"TUR","COL",0.04,2021
"COL","TTO",0.07,2021
"USA","COL",226.43,2021
"URY","COL",4.63,2021
"COL","VEN",2.99,2021
"ZAF","COL",0.42,2021
"FRA","CYP",0.236531,2021
"GBR","CYP",4.73063,2021
"HKG","CYP",0.118266,2021
"USA","CYP",3.547972,2021
"DEU","CZE",94.021264,2021
"DEU","CZE",94.021264,2021
"CZE","DNK",18.685987,2021
"EST","CZE",5.440224,2021
"ESP","CZE",3.666238,2021
"CZE","FIN",0.118266,2021
"FRA","CZE",0.354797,2021
"CZE","GBR",55.82143,2021
"CZE","GRC",2.365315,2021
"CZE","HKG",0.236531,2021
"CZE","HRV",0.354797,2021
"CZE","HUN",1.773986,2021
"IRL","CZE",74.270886,2021
"IND","CZE",11.11698,2021
"CZE","ITA",3.547972,2021
"CZE","LTU",0.473063,2021
"CZE","LUX",8.396868,2021
"LVA","CZE",0.118266,2021
"MLT","CZE",1.773986,2021
"CZE","MYS",5.913287,2021
"NLD","CZE",73.916088,2021
"CZE","NOR",0.118266,2021
"PHL","CZE",0.118266,2021
"CZE","POL",14.073624,2021
"PRT","CZE",0.236532,2021
"CZE","ROU",1.300923,2021
"CZE","RUS",10.998714,2021
"SWE","CZE",0.473063,2021
"CZE","SVN",0.236532,2021
"CZE","SVK",11.11698,2021
"CZE","USA",66.938409,2021
"DEU","EGY",3.5,2021
"DEU","EGY",3.5,2021
"DEU","ESP",95.8,2021
"DEU","ESP",95.8,2021
"FIN","DEU",8.3,2021
"FIN","DEU",8.3,2021
"DEU","FRA",188.1,2021
"DEU","FRA",188.1,2021
"GBR","DEU",126.5,2021
"GBR","DEU",126.5,2021
"DEU","GRC",5.9,2021
"DEU","GRC",5.9,2021
"DEU","HKG",7.1,2021
"DEU","HKG",7.1,2021
"DEU","HRV",2.4,2021
"DEU","HRV",2.4,2021
"IND","DEU",22.5,2021
"IND","DEU",22.5,2021
"DEU","ITA",131.3,2021
"DEU","ITA",131.3,2021
"DEU","JPN",92.3,2021
"DEU","JPN",92.3,2021
"LUX","DEU",149,2021
"LUX","DEU",149,2021
"DEU","LVA",1.2,2021
"DEU","LVA",1.2,2021
"DEU","MLT",1.2,2021
"DEU","MLT",1.2,2021
"DEU","MYS",11.8,2021
"DEU","MYS",11.8,2021
"NLD","DEU",106.4,2021
"NLD","DEU",106.4,2021
"DEU","NOR",22.5,2021
"DEU","NOR",22.5,2021
"DEU","POL",9.4,2021
"DEU","POL",9.4,2021
"DEU","PRT",10.6,2021
"DEU","PRT",10.6,2021
"ROU","DEU",3.5,2021
"ROU","DEU",3.5,2021
"DEU","RUS",27.2,2021
"DEU","RUS",27.2,2021
"DEU","SWE",42.6,2021
"DEU","SWE",42.6,2021
"DEU","SVN",1.2,2021
"DEU","SVN",1.2,2021
"DEU","SVK",5.9,2021
"DEU","SVK",5.9,2021
"DEU","TUR",3.5,2021
"DEU","TUR",3.5,2021
"DEU",NA,5.9,2021
"DEU",NA,5.9,2021
"DNK","EST",3.666238,2021
"DNK","ESP",58.186745,2021
"DNK","FIN",12.654435,2021
"FRA","DNK",10.407385,2021
"GBR","DNK",68.121067,2021
"DNK","GRC",1.064392,2021
"DNK","HKG",0.236531,2021
"DNK","HRV",0.473063,2021
"DNK","HUN",1.419189,2021
"IRL","DNK",43.87659,2021
"IND","DNK",4.494098,2021
"DNK","ISL",0.354797,2021
"ITA","DNK",9.106462,2021
"DNK","JPN",1.064392,2021
"DNK","LTU",1.064392,2021
"DNK","LUX",0.709595,2021
"LVA","DNK",0.354797,2021
"DNK","MLT",19.750379,2021
"DNK","MEX",0.473063,2021
"DNK","MYS",0.354797,2021
"NLD","DNK",27.082855,2021
"DNK","NOR",49.43508,2021
"DNK","NZL",0.473063,2021
"DNK","POL",25.308869,2021
"DNK","PRT",1.537455,2021
"DNK","ROU",0.236531,2021
"SWE","DNK",8.160336,2021
"SGP","DNK",1.300923,2021
"DNK","SVN",0.236531,2021
"DNK","SVK",1.773986,2021
"DNK","THA",0.354797,2021
"DNK","TUR",3.074909,2021
"USA","DNK",130.565379,2021
"DNK","ZAF",3.784504,2021
"EST","EGY",0.118266,2021
"EST","ESP",1.419189,2021
"FIN","EST",1.655721,2021
"EST","FRA",0.591329,2021
"EST","GBR",14.073623,2021
"EST","GRC",0.236531,2021
"EST","HKG",0.354797,2021
"EST","HRV",0.118265,2021
"EST","HUN",1.65572,2021
"EST","IDN",0.118266,2021
"IRL","EST",46.360171,2021
"EST","ITA",2.128784,2021
"EST","JPN",0.118266,2021
"EST","LTU",5.085426,2021
"LUX","EST",9.579525,2021
"LVA","EST",0.473063,2021
"EST","MLT",2.128784,2021
"EST","MEX",0.236531,2021
"EST","MYS",0.236531,2021
"EST","NGA",0.118266,2021
"NLD","EST",15.374547,2021
"EST","NZL",0.118266,2021
"EST","PHL",0.236531,2021
"EST","POL",0.709595,2021
"PRT","EST",0.118266,2021
"ROU","EST",0.709594,2021
"EST","RUS",1.419189,2021
"SWE","EST",4.021035,2021
"EST","SGP",5.321959,2021
"SVN","EST",0.118265,2021
"EST","SVK",2.601846,2021
"EST","THA",0.473063,2021
"EST","TUR",5.203692,2021
"USA","EST",6.031553,2021
"EST","ZAF",0.236531,2021
"FIN","ESP",1.182657,2021
"ESP","FRA",13.009231,2021
"GBR","ESP",1.182658,2021
"ESP","IRL",150.197492,2021
"IND","ESP",2.365315,2021
"ITA","ESP",1.182657,2021
"ESP","JPN",1.182657,2021
"LUX","ESP",2.365315,2021
"ESP","MEX",4.73063,2021
"NLD","ESP",34.297065,2021
"PRT","ESP",8.278602,2021
"SGP","ESP",1.182657,2021
"ESP","USA",63.863501,2021
"URY","ESP",1.182657,2021
"GBR","FIN",31.93175,2021
"IRL","FIN",35.479722,2021
"IND","FIN",2.365315,2021
"FIN","ITA",1.182657,2021
"FIN","JPN",1.182657,2021
"FIN","KOR",3.547972,2021
"LTU","FIN",1.182657,2021
"MYS","FIN",1.182657,2021
"NLD","FIN",5.913287,2021
"NOR","FIN",1.182658,2021
"SWE","FIN",8.278602,2021
"FIN","SGP",1.182657,2021
"USA","FIN",35.479723,2021
"FRA","MEX",5.913287,2021
"USA","FRA",46.123639,2021
"GBR","GRC",17.9,2021
"GBR","HKG",111.4,2021
"GBR","HUN",13.7,2021
"IRL","GBR",85.3,2021
"GBR","ISR",22,2021
"IND","GBR",8.2,2021
"ISL","GBR",1.4,2021
"GBR","ITA",203.6,2021
"GBR","JPN",195.3,2021
"GBR","KOR",90.8,2021
"GBR","LUX",48.1,2021
"GBR","MEX",20.6,2021
"GBR","MYS",27.5,2021
"GBR","NLD",281.9,2021
"GBR","NOR",74.3,2021
"GBR","NZL",22,2021
"GBR","PHL",8.3,2021
"GBR","PAK",11,2021
"GBR","POL",35.7,2021
"GBR","PRT",17.9,2021
"GBR","ROU",9.6,2021
"GBR","RUS",45.4,2021
"GBR","SAU",52.3,2021
"GBR","SWE",103.2,2021
"GBR","SGP",101.7,2021
"GBR","SVN",5.5,2021
"GBR","SVK",4.1,2021
"GBR","TUR",38.5,2021
"GBR",NA,42.6,2021
"GBR","UKR",4.1,2021
"GBR","USA",1833.4,2021
"GBR","ZAF",49.5,2021
"GRC","HKG",0.118266,2021
"GRC","HRV",0.118266,2021
"GRC","HUN",0.473063,2021
"GRC","IRL",0.473063,2021
"ITA","GRC",2.128784,2021
"LTU","GRC",0.354797,2021
"GRC","LUX",2.48358,2021
"GRC","MLT",1.182657,2021
"GRC","MYS",0.118266,2021
"NLD","GRC",4.494098,2021
"NOR","GRC",0.118266,2021
"POL","GRC",0.118265,2021
"GRC","PRT",0.118266,2021
"GRC","ROU",0.236531,2021
"SWE","GRC",0.354797,2021
"GRC","SVN",0.236531,2021
"GRC","SVK",0.354797,2021
"GRC","TUR",0.354797,2021
"USA","GRC",13.364029,2021
"GRC","ZAF",0.354797,2021
"HUN","HRV",1.182658,2021
"IRL","HRV",1.182657,2021
"ITA","HRV",1.182658,2021
"LUX","HRV",1.182657,2021
"MLT","HRV",2.365315,2021
"NLD","HRV",8.278602,2021
"HRV","POL",3.547973,2021
"HRV","ROU",1.182657,2021
"RUS","HRV",1.182657,2021
"HRV","SVN",1.182657,2021
"USA","HRV",3.547973,2021
"HUN","IRL",1.65572,2021
"HUN","ITA",2.128784,2021
"HUN","JPN",1.773987,2021
"HUN","KOR",3.193175,2021
"HUN","LUX",1.419189,2021
"HUN","LVA",0.118266,2021
"MLT","HUN",0.118265,2021
"NLD","HUN",8.396868,2021
"HUN","NOR",0.118266,2021
"HUN","POL",0.591329,2021
"ROU","HUN",1.65572,2021
"RUS","HUN",0.82786,2021
"SWE","HUN",3.311441,2021
"HUN","SVK",0.473063,2021
"HUN","TUR",1.419189,2021
"HUN","USA",12.417903,2021
"IRL","USA",183.3119,2021
"ITA","ISR",1.5,2021
"NLD","ISR",18.5,2021
"USA","ISR",44.6,2021
"ISL","ITA",0.118266,2021
"LTU","ISL",0.118266,2021
"LUX","ISL",3.429707,2021
"MLT","ISL",0.354797,2021
"NLD","ISL",3.311441,2021
"NOR","ISL",1.064392,2021
"NZL","ISL",1.419189,2021
"POL","ISL",0.473063,2021
"SWE","ISL",0.473063,2021
"ISL","SGP",1.65572,2021
"USA","ISL",14.073623,2021
"ITA","JPN",0.118266,2021
"LUX","ITA",13.245763,2021
"ITA","LVA",0.118266,2021
"ITA","MAR",2.365315,2021
"ITA","MLT",0.118266,2021
"MEX","ITA",0.118266,2021
"NLD","ITA",27.792449,2021
"ITA","NOR",0.946126,2021
"NZL","ITA",0.118266,2021
"ITA","POL",0.118266,2021
"ITA","PRT",0.591329,2021
"ROU","ITA",1.773986,2021
"RUS","ITA",0.709594,2021
"SWE","ITA",18.33119,2021
"SGP","ITA",1.182658,2021
"SVN","ITA",0.118265,2021
"THA","ITA",0.118266,2021
"TUR","ITA",0.236532,2021
NA,"ITA",0.591329,2021
"USA","ITA",71.314243,2021
"URY","ITA",0.118266,2021
"ITA","VEN",0.118266,2021
"ZAF","ITA",0.946126,2021
"LUX","LTU",3.074909,2021
"LVA","LTU",2.956643,2021
"MLT","LTU",0.473063,2021
"NLD","LTU",3.547972,2021
"LTU","NOR",3.07491,2021
"POL","LTU",1.419189,2021
"ROU","LTU",0.118266,2021
"RUS","LTU",0.473063,2021
"LTU","SWE",10.170854,2021
"LTU","SGP",0.118266,2021
"USA","LTU",0.473063,2021
"LVA","NLD",3.547972,2021
"LVA","SVK",1.182657,2021
"MLT","NLD",2.956644,2021
"MLT","NOR",0.946126,2021
"MLT","NZL",0.354797,2021
"MLT","POL",0.236531,2021
"MLT","SWE",0.82786,2021
"MLT","SGP",0.118266,2021
"MLT","TUR",0.118266,2021
"NLD","NOR",5.321958,2021
"NLD","NZL",0.236531,2021
"POL","NLD",13.245763,2021
"NLD","ROU",24.007946,2021
"NLD","RUS",7.095945,2021
"NLD","SWE",98.988426,2021
"SGP","NLD",8.988197,2021
"NLD","SVK",22.352225,2021
"NLD","TUR",34.888394,2021
"NLD",NA,50.499472,2021
"NLD","USA",125.479952,2021
"NLD","ZAF",103.837321,2021
"USA","NZL",15.3,2021
"POL","ROU",0.82786,2021
"POL","RUS",0.354797,2021
"POL","SWE",22.825288,2021
"POL","SGP",4.730629,2021
"POL","SVK",1.773986,2021
"POL","THA",0.236531,2021
"POL","TUR",0.236532,2021
"POL","USA",23.06182,2021
"URY","POL",0.236531,2021
"POL","ZAF",0.236531,2021
"USA","PRT",3.547972,2021
"RUS","ROU",2.128783,2021
"ROU","SWE",2.010518,2021
"ROU","SGP",0.709594,2021
"SVN","ROU",1.419189,2021
"SVK","ROU",1.892252,2021
"TUR","ROU",0.236532,2021
"ROU","USA",198.686446,2021
"SRB","SWE",1.182657,2021
"SRB","SVN",1.182657,2021
"SRB","USA",5.913288,2021
"RUS","SYC",0.01,2021
"SWE","RUS",3.211,2021
"RUS","SGP",0.939,2021
"SVN","RUS",1.006,2021
"SVK","RUS",0.025,2021
"RUS","THA",0.001,2021
"RUS","TJK",0.803,2021
"RUS","TKM",0.105,2021
"RUS","TUR",15.427,2021
"RUS",NA,0.259,2021
"UKR","RUS",1.399,2021
"USA","RUS",132.543,2021
"RUS","UZB",0.107,2021
"RUS","VNM",0.042,2021
"ZAF","RUS",0.011,2021
"SWE","SGP",2.247049,2021
"SVN","SWE",0.82786,2021
"SVK","SWE",3.90277,2021
"THA","SWE",8.278602,2021
"TUR","SWE",0.473063,2021
"SWE",NA,0.946126,2021
"USA","SWE",155.874248,2021
"SWE","URY",0.118266,2021
"ZAF","SWE",3.666238,2021
"SVK","SVN",1.537455,2021
"TUR","SVN",0.118266,2021
"SVN",NA,0.118266,2021
"SVN","USA",3.429706,2021
"SVN","ZAF",0.236531,2021
"USA","SVK",52.509989,2021
"USA","VEN",1,2021
"USA","VNM",9,2021
"CHN","ALB",0.210331,2022
"GBR","ALB",0.210331,2022
"HKG","ALB",0.105165,2022
"ALB","ITA",0.210331,2022
"BEL","ARG",0.3,2022
"BEL","ARG",0.3,2022
"ARG","BRA",0.2,2022
"CAN","ARG",0.1,2022
"ARG","CHE",0.2,2022
"ARG","CHL",0.2,2022
"ARG","CHN",0.1,2022
"ARG","COL",0.1,2022
"ESP","ARG",0.4,2022
"FRA","ARG",0.3,2022
"GBR","ARG",12.6,2022
"IRL","ARG",2.3,2022
"ITA","ARG",0.6,2022
"ARG","MEX",2.9,2022
"NLD","ARG",2.2,2022
"ARG","PAN",0.1,2022
"ARG","PER",0.1,2022
"ARG","PRY",0.1,2022
"ARG","SWE",0.2,2022
"USA","ARG",10.8,2022
"ARG","URY",0.5,2022
"BEL","AUT",5.258273,2022
"BEL","AUT",5.258273,2022
"BGR","AUT",9.464892,2022
"BRA","AUT",1.051655,2022
"CAN","AUT",3.154964,2022
"CHE","AUT",4.206618,2022
"AUT","CHN",1.051655,2022
"CYP","AUT",7.361583,2022
"CZE","AUT",5.258273,2022
"AUT","DEU",37.859568,2022
"AUT","DEU",37.859568,2022
"EST","AUT",1.051654,2022
"ESP","AUT",4.206618,2022
"FIN","AUT",1.051654,2022
"AUT","FRA",1.051655,2022
"AUT","GBR",45.221149,2022
"GRC","AUT",3.154964,2022
"HKG","AUT",1.051655,2022
"HRV","AUT",4.206618,2022
"AUT","HUN",13.67151,2022
"IRL","AUT",66.254243,2022
"ITA","AUT",3.154964,2022
"LTU","AUT",3.154964,2022
"LUX","AUT",2.103309,2022
"LVA","AUT",1.051655,2022
"NLD","AUT",98.855537,2022
"NOR","AUT",1.051655,2022
"AUT","POL",4.206619,2022
"ROU","AUT",2.103309,2022
"RUS","AUT",7.361583,2022
"AUT","SGP",1.051655,2022
"SVN","AUT",3.154964,2022
"SVK","AUT",1.051654,2022
"TUR","AUT",2.103309,2022
"USA","AUT",13.671511,2022
"BIH","BEL",0.210331,2022
"BIH","BEL",0.210331,2022
"BIH","BGR",0.105165,2022
"BIH","CAN",0.105165,2022
"BIH","CHE",1.051655,2022
"BIH","CHN",0.210331,2022
"BIH","CZE",0.210331,2022
"BIH","DEU",2.523971,2022
"BIH","DEU",2.523971,2022
"BIH","DNK",0.105165,2022
"BIH","FRA",0.210331,2022
"BIH","GBR",1.787813,2022
"BIH","HRV",1.998144,2022
"BIH","HUN",0.105165,2022
"BIH","IRL",0.105165,2022
"BIH","ITA",0.630993,2022
"BIH","JPN",0.105165,2022
"BIH","LUX",0.210331,2022
"BIH","NLD",0.315496,2022
"BIH","NOR",0.210331,2022
"BIH","POL",0.315496,2022
"BIH","SWE",0.315496,2022
"BIH","SVN",1.787813,2022
"BIH","SVK",0.105165,2022
"BIH","TUR",0.105165,2022
"BIH","USA",1.051655,2022
"CHE","BGD",0.025,2022
"CHN","BGD",0.001,2022
"CYP","BGD",0.001,2022
"DEU","BGD",0.072,2022
"DEU","BGD",0.072,2022
"ESP","BGD",0.036,2022
"BGD","FRA",0.037,2022
"GBR","BGD",0.738,2022
"HKG","BGD",0.033,2022
"BGD","IDN",0.001,2022
"BGD","IRL",0.006,2022
"IND","BGD",0.077,2022
"BGD","ITA",0.004,2022
"JPN","BGD",0.006,2022
"BGD","KHM",0.001,2022
"KAZ","BGD",0.001,2022
"BGD","MDV",0.002,2022
"BGD","MYS",0.001,2022
"NLD","BGD",0.029,2022
"BGD","PHL",0.003,2022
"PAK","BGD",0.003,2022
"BGD","RUS",0.002,2022
"BGD","SAU",0.001,2022
"SWE","BGD",0.006,2022
"SGP","BGD",0.4,2022
"BGD","THA",0.012,2022
"TUR","BGD",0.001,2022
"USA","BGD",0.287,2022
"BGD","ZWE",0.001,2022
"BGR","BEL",1.051655,2022
"BGR","BEL",1.051655,2022
"BEL","CAN",1.051654,2022
"BEL","CAN",1.051654,2022
"CHE","BEL",2.103309,2022
"CHE","BEL",2.103309,2022
"BEL","CHN",1.051654,2022
"BEL","CHN",1.051654,2022
"BEL","CYP",2.103309,2022
"BEL","CYP",2.103309,2022
"BEL","CZE",3.154964,2022
"BEL","CZE",3.154964,2022
"BEL","DEU",18.929783,2022
"BEL","DEU",18.929783,2022
"BEL","DEU",18.929783,2022
"BEL","DEU",18.929783,2022
"BEL","DNK",1.051655,2022
"BEL","DNK",1.051655,2022
"BEL","EST",1.051655,2022
"BEL","EST",1.051655,2022
"BEL","ESP",8.413237,2022
"BEL","ESP",8.413237,2022
"BEL","FIN",4.206619,2022
"BEL","FIN",4.206619,2022
"FRA","BEL",379.647328,2022
"FRA","BEL",379.647328,2022
"BEL","GBR",1.051655,2022
"BEL","GBR",1.051655,2022
"BEL","GRC",3.154964,2022
"BEL","GRC",3.154964,2022
"BEL","HRV",1.051655,2022
"BEL","HRV",1.051655,2022
"BEL","HUN",2.103309,2022
"BEL","HUN",2.103309,2022
"IRL","BEL",38.911222,2022
"IRL","BEL",38.911222,2022
"BEL","ITA",15.77482,2022
"BEL","ITA",15.77482,2022
