"from","to","weight","year"
"HUN","RUS",0.223877,2019
"SWE","HUN",1.231323,2019
"SVN","HUN",1.343261,2019
"HUN","SVK",0.335815,2019
"HUN","TUR",1.455199,2019
"HUN",NA,2.350707,2019
"HUN","USA",2.798461,2019
"ZAF","HUN",0.67163,2019
"ITA","ISR",1.3,2019
"NLD","ISR",14.9,2019
"USA","ISR",34.9,2019
"LUX","ISL",2.350707,2019
"LVA","ISL",0.111938,2019
"MLT","ISL",0.335815,2019
"NLD","ISL",2.350707,2019
"NOR","ISL",0.67163,2019
"POL","ISL",0.335815,2019
"ISL","RUS",0.223877,2019
"SWE","ISL",7.947628,2019
"ISL","SGP",2.686522,2019
"USA","ISL",12.201287,2019
"JPN","ITA",4.701414,2019
"ITA","KOR",0.111938,2019
"LUX","ITA",0.895507,2019
"LVA","ITA",0.111938,2019
"ITA","MAR",5.261105,2019
"ITA","MLT",0.223877,2019
"MEX","ITA",0.335815,2019
"MYS","ITA",8.171504,2019
"NLD","ITA",28.992048,2019
"NOR","ITA",0.111939,2019
"NZL","ITA",0.111938,2019
"POL","ITA",0.111938,2019
"ITA","PRT",0.111938,2019
"ROU","ITA",2.79846,2019
"RUS","ITA",2.350707,2019
"SWE","ITA",5.708859,2019
"ITA","SGP",0.223877,2019
"SVN","ITA",0.111938,2019
"THA","ITA",0.223877,2019
"TUR","ITA",0.67163,2019
"USA","ITA",118.206961,2019
"ITA","VEN",0.111938,2019
"ZAF","ITA",2.014891,2019
"LVA","LTU",1.679076,2019
"NLD","LTU",1.455199,2019
"LTU","NOR",2.574584,2019
"LTU","POL",0.111939,2019
"ROU","LTU",0.111938,2019
"RUS","LTU",0.67163,2019
"SWE","LTU",2.12683,2019
"LTU","USA",0.223877,2019
"LTU","ZAF",0.111938,2019
"MLT","LVA",1.119384,2019
"NLD","LVA",2.238768,2019
"LVA","POL",1.119384,2019
"RUS","LVA",1.119384,2019
"SWE","LVA",1.119384,2019
"LVA","TUR",1.119384,2019
"NLD","NZL",0.67163,2019
"PHL","NLD",4.589475,2019
"POL","NLD",20.372791,2019
"NLD","ROU",25.29808,2019
"NLD","RUS",7.835689,2019
"SWE","NLD",229.025988,2019
"SGP","NLD",4.365598,2019
"NLD","SVN",1.343261,2019
"USA","NZL",20.2,2019
"POL","PRT",0.223877,2019
"ROU","POL",0.223877,2019
"RUS","POL",0.223877,2019
"POL","SWE",18.469837,2019
"POL","SGP",3.470091,2019
"POL","SVK",0.223877,2019
"POL","TUR",0.783569,2019
"USA","POL",4.701414,2019
"POL","ZAF",1.567138,2019
"SWE","PRT",1.119384,2019
"USA","PRT",7.835689,2019
"RUS","ROU",0.895507,2019
"SWE","ROU",0.223877,2019
"SVK","ROU",1.231322,2019
"ROU","TUR",1.679076,2019
"ROU","USA",117.535331,2019
"RUS","SYC",0.003,2019
"SWE","RUS",0.189,2019
"RUS","SGP",0.424,2019
"SVN","RUS",0.061,2019
"SVK","RUS",0.046,2019
"RUS","THA",0.002,2019
"RUS","TJK",1.216,2019
"RUS","TKM",0.194,2019
"TUR","RUS",2.542,2019
"RUS",NA,0.341,2019
"UKR","RUS",0.752,2019
"USA","RUS",137.504,2019
"UZB","RUS",0.06,2019
"RUS","VNM",0.027,2019
"ZAF","RUS",0.039,2019
"SWE","SGP",0.783569,2019
"SWE","SVN",0.559692,2019
"SWE","SVK",0.335815,2019
"SWE","THA",0.447754,2019
"SWE","TUR",4.25366,2019
"SWE",NA,0.67163,2019
"USA","SWE",81.71504,2019
"SWE","ZAF",1.455199,2019
"SVK","SVN",0.783569,2019
"SVN","THA",0.111938,2019
"SVN",NA,1.4552,2019
"SVN","USA",4.813351,2019
"SVN","ZAF",0.111938,2019
"USA","SVK",60.446742,2019
"USA","VNM",24,2019
"USA","ZAF",57,2019
"ALB","BGR",0.341864,2020
"ALB","DEU",0.113954,2020
"ALB","DEU",0.113954,2020
"FRA","ALB",0.113955,2020
"GBR","ALB",0.797683,2020
"HUN","ALB",0.113955,2020
"ALB","ITA",0.569774,2020
"SVN","ALB",0.113955,2020
"USA","ALB",0.569774,2020
"BEL","ARG",0.4,2020
"BEL","ARG",0.4,2020
"BRA","ARG",0.2,2020
"CAN","ARG",0.2,2020
"ARG","CHE",1.1,2020
"ARG","CHL",0.2,2020
"ARG","CHN",0.1,2020
"ARG","COL",0.1,2020
"DEU","ARG",0.8,2020
"DEU","ARG",0.8,2020
"ARG","ECU",0.4,2020
"ARG","ESP",0.2,2020
"FRA","ARG",0.4,2020
"GBR","ARG",5.7,2020
"IRL","ARG",1.1,2020
"ARG","ISR",0.1,2020
"ITA","ARG",0.1,2020
"ARG","MEX",1.7,2020
"NLD","ARG",1,2020
"ARG","PAN",0.2,2020
"ARG","PER",0.1,2020
"ARG","PRY",0.1,2020
"USA","ARG",5.9,2020
"ARG","URY",0.8,2020
"AUT","AUS",1.139547,2020
"BEL","AUT",1.139547,2020
"BEL","AUT",1.139547,2020
"BGR","AUT",7.976831,2020
"BRA","AUT",1.139547,2020
"CAN","AUT",2.279094,2020
"CHE","AUT",3.418642,2020
"AUT","CHN",2.279094,2020
"CYP","AUT",10.255925,2020
"CZE","AUT",5.697737,2020
"DEU","AUT",10.255925,2020
"DEU","AUT",10.255925,2020
"DNK","AUT",3.418642,2020
"EST","AUT",2.279094,2020
"ESP","AUT",9.116378,2020
"AUT","GBR",14.814114,2020
"GRC","AUT",1.139547,2020
"HKG","AUT",1.139547,2020
"HRV","AUT",1.139547,2020
"AUT","HUN",1.139547,2020
"IRL","AUT",68.372835,2020
"ITA","AUT",1.139547,2020
"LTU","AUT",2.279094,2020
"LUX","AUT",9.116378,2020
"LVA","AUT",1.139547,2020
"AUT","NLD",39.884153,2020
"POL","AUT",22.790945,2020
"ROU","AUT",2.279095,2020
"RUS","AUT",9.116378,2020
"SVN","AUT",1.139547,2020
"SVK","AUT",3.418642,2020
"TUR","AUT",1.139547,2020
"AUT","USA",9.116378,2020
"BIH","BEL",0.341864,2020
"BIH","BEL",0.341864,2020
"BIH","BGR",0.113955,2020
"BIH","CHE",0.569774,2020
"BIH","CHN",0.227909,2020
"BIH","CYP",0.227909,2020
"BIH","CZE",0.113955,2020
"BIH","DEU",4.10237,2020
"BIH","DEU",4.10237,2020
"BIH","DNK",0.113955,2020
"BIH","FRA",0.341864,2020
"BIH","GBR",1.367457,2020
"BIH","HRV",2.051185,2020
"BIH","HUN",0.227909,2020
"BIH","IRL",0.113955,2020
"BIH","ITA",0.683728,2020
"BIH","LTU",0.113955,2020
"BIH","LUX",0.341864,2020
"BIH","NLD",0.455819,2020
"BIH","NOR",0.113955,2020
"BIH","POL",0.113955,2020
"BIH","ROU",0.113955,2020
"BIH","RUS",0.113955,2020
"BIH","SWE",0.341864,2020
"BIH","SGP",0.113955,2020
"BIH","SVN",1.709321,2020
"BIH","SVK",0.113955,2020
"BIH","TUR",0.113955,2020
"BIH","USA",0.911638,2020
"BGD","BEL",0.01,2020
"BGD","BEL",0.01,2020
"BGD","BGR",0.001,2020
"CHE","BGD",0.003,2020
"BGD","CHN",0.049,2020
"BGD","CYP",0.002,2020
"BGD","CZE",0.001,2020
"DEU","BGD",0.115,2020
"DEU","BGD",0.115,2020
"ESP","BGD",0.004,2020
"BGD","FRA",0.002,2020
"GBR","BGD",0.256,2020
"BGD","HKG",0.008,2020
"BGD","IDN",0.011,2020
"BGD","IRL",0.02,2020
"IND","BGD",0.096,2020
"BGD","ITA",0.002,2020
"BGD","JPN",0.008,2020
"BGD","KHM",0.001,2020
"BGD","KOR",0.002,2020
"BGD","LVA",0.001,2020
"BGD","MYS",0.011,2020
"NLD","BGD",0.099,2020
"NOR","BGD",0.674,2020
"BGD","NZL",0.003,2020
"POL","BGD",0.001,2020
"BGD","QAT",0.001,2020
"BGD","RUS",0.017,2020
"BGD","SAU",0.003,2020
"SGP","BGD",0.332,2020
"BGD","THA",0.012,2020
"BGD","TUR",0.001,2020
"USA","BGD",0.00800000000000001,2020
"BGD","VNM",0.017,2020
"BGR","BEL",1.139547,2020
"BGR","BEL",1.139547,2020
"BEL","CAN",1.139547,2020
"BEL","CAN",1.139547,2020
"CHE","BEL",10.255925,2020
"CHE","BEL",10.255925,2020
"BEL","CHN",2.279094,2020
"BEL","CHN",2.279094,2020
"BEL","CYP",1.139547,2020
"BEL","CYP",1.139547,2020
"BEL","CZE",2.279094,2020
"BEL","CZE",2.279094,2020
"BEL","DEU",28.488682,2020
"BEL","DEU",28.488682,2020
"BEL","DEU",28.488682,2020
"BEL","DEU",28.488682,2020
"BEL","DNK",4.558189,2020
"BEL","DNK",4.558189,2020
"BEL","ESP",2.279095,2020
"BEL","ESP",2.279095,2020
"BEL","FIN",2.279094,2020
"BEL","FIN",2.279094,2020
"BEL","GBR",3.418642,2020
"BEL","GBR",3.418642,2020
"BEL","GRC",1.139547,2020
"BEL","GRC",1.139547,2020
"HKG","BEL",1.139547,2020
"HKG","BEL",1.139547,2020
"BEL","HRV",1.139547,2020
"BEL","HRV",1.139547,2020
"BEL","HUN",2.279094,2020
"BEL","HUN",2.279094,2020
"IRL","BEL",20.51185,2020
"IRL","BEL",20.51185,2020
"BEL","ITA",14.814114,2020
"BEL","ITA",14.814114,2020
"BEL","JPN",1.139547,2020
"BEL","JPN",1.139547,2020
"BEL","KOR",3.418642,2020
"BEL","KOR",3.418642,2020
"BEL","LTU",1.139547,2020
"BEL","LTU",1.139547,2020
"BEL","LUX",7.97683,2020
"BEL","LUX",7.97683,2020
"BEL","LVA",1.139547,2020
"BEL","LVA",1.139547,2020
"BEL","MLT",1.139547,2020
"BEL","MLT",1.139547,2020
"BEL","NLD",7.976831,2020
"BEL","NLD",7.976831,2020
"BEL","NOR",1.139547,2020
"BEL","NOR",1.139547,2020
"BEL","POL",5.697736,2020
"BEL","POL",5.697736,2020
"PRT","BEL",1.139548,2020
"PRT","BEL",1.139548,2020
"BEL","SWE",2.279095,2020
"BEL","SWE",2.279095,2020
"BEL","SGP",1.139547,2020
"BEL","SGP",1.139547,2020
"BEL","SVK",1.139547,2020
"BEL","SVK",1.139547,2020
"BEL","TUR",2.279094,2020
"BEL","TUR",2.279094,2020
"USA","BEL",4.558189,2020
"USA","BEL",4.558189,2020
"BEL","ZAF",2.279094,2020
"BEL","ZAF",2.279094,2020
"BGR","BRA",0.113955,2020
"BGR","CAN",1.481412,2020
"CHE","BGR",1.595367,2020
"BGR","CHN",0.911638,2020
"BGR","CYP",30.539866,2020
"BGR","CZE",1.367457,2020
"BGR","DEU",10.255926,2020
"BGR","DEU",10.255926,2020
"BGR","DNK",11.851291,2020
"BGR","EST",0.113955,2020
"BGR","ESP",21.423489,2020
"BGR","FIN",0.113955,2020
"BGR","FRA",3.760506,2020
"BGR","GBR",20.853715,2020
"BGR","GRC",0.341864,2020
"HKG","BGR",2.734914,2020
"BGR","HRV",1.025593,2020
"BGR","HUN",4.444235,2020
"BGR","IDN",0.113955,2020
"BGR","IRL",28.374727,2020
"IND","BGR",0.113954,2020
"BGR","ISL",0.569774,2020
"BGR","ITA",0.797683,2020
"BGR","JPN",0.113955,2020
"KOR","BGR",0.455819,2020
"BGR","LUX",0.341864,2020
"LVA","BGR",0.113955,2020
"BGR","MLT",0.683728,2020
"BGR","MYS",0.113955,2020
"BGR","NLD",38.288787,2020
"NOR","BGR",0.113954,2020
"BGR","NZL",0.227909,2020
"PHL","BGR",0.227909,2020
"BGR","POL",0.113955,2020
"BGR","PRT",0.569773,2020
"BGR","ROU",2.165139,2020
"RUS","BGR",0.797683,2020
"BGR","SWE",0.797683,2020
"SGP","BGR",0.22791,2020
"SVN","BGR",0.113955,2020
"BGR","SVK",7.407057,2020
"BGR","USA",20.397896,2020
"BGR","ZAF",2.507004,2020
"CAN","BLR",0.0308,2020
"BLR","CHE",0.2573,2020
"BLR","CHN",0.0121,2020
"BLR","CUW",0.1001,2020
"BLR","CYP",0.2901,2020
"BLR","CZE",0.6909,2020
"BLR","DEU",0.1985,2020
"BLR","DEU",0.1985,2020
"DNK","BLR",0.015,2020
"EST","BLR",0.1146,2020
"BLR","ESP",0.0009,2020
"BLR","FIN",0.0065,2020
"BLR","FRA",0.1881,2020
"GBR","BLR",2.4803,2020
"BLR","GEO",0.0121,2020
"BLR","HKG",0.2135,2020
"BLR","HRV",0.053,2020
"BLR","HUN",0.1081,2020
"BLR","IRL",0.0685,2020
"BLR","ISR",0.016,2020
"BLR","IND",0.028,2020
"BLR","IRN",0.0001,2020
"BLR","ISL",0.0036,2020
"BLR","ITA",0.1081,2020
"BLR","JPN",0.0114,2020
"BLR","KOR",0.0207,2020
"BLR","KAZ",0.0538,2020
"LTU","BLR",0.0656,2020
"LUX","BLR",0.0325,2020
"BLR","LVA",1.0837,2020
"MDA","BLR",0.0342,2020
"BLR","MLT",0.039,2020
"MYS","BLR",0.0012,2020
"BLR","NLD",2.04,2020
"BLR",NA,0.0194,2020
"BLR","PAK",0.0007,2020
"BLR","POL",0.3195,2020
"BLR","QAT",0.0002,2020
"BLR","ROU",0.007,2020
"BLR","SRB",0.0598,2020
"BLR","RUS",3.51856,2020
"BLR","SYC",0.011,2020
"BLR","SDN",0.0001,2020
"BLR","SDN",0.0001,2020
"BLR","SWE",0.0035,2020
"BLR","SGP",0.0341,2020
"BLR","SVN",0.0882,2020
"BLR","SVK",0.1729,2020
"BLR","TUR",0.0223,2020
"UKR","BLR",0.0955,2020
"USA","BLR",0.7414,2020
"BLR","UZB",0.002,2020
"BLR","VCT",0.0108,2020
"BLR","VUT",0.0332,2020
"CAN","USA",546.6,2020
"COL","CRI",8.7,2020
"CYP","COL",0.02,2020
"CZE","COL",0.13,2020
"DEU","COL",15.75,2020
"DEU","COL",15.75,2020
"DNK","COL",0.09,2020
"COL","DOM",2.01,2020
"COL","ECU",19.39,2020
"ESP","COL",76.46,2020
"FIN","COL",0.88,2020
"FRA","COL",21.06,2020
"GBR","COL",12.66,2020
"COL","GTM",0.63,2020
"HKG","COL",0.01,2020
"COL","HND",1.14,2020
"IRL","COL",13.74,2020
"ISR","COL",3.47,2020
"IND","COL",9.96,2020
"ITA","COL",1.48,2020
"JPN","COL",0.19,2020
"MEX","COL",47.37,2020
"COL","NIC",0.44,2020
"NLD","COL",24.86,2020
"NOR","COL",1.21,2020
"NZL","COL",0.1,2020
"COL","PAN",3.71,2020
"PER","COL",0.540000000000001,2020
"POL","COL",1.49,2020
"PRT","COL",0.84,2020
"COL","PRY",2.95,2020
"ROU","COL",0.47,2020
"COL",NA,19.28,2020
"SWE","COL",4.66,2020
"SGP","COL",2.88,2020
"SVK","COL",0.06,2020
"COL","SLV",2.06,2020
"COL","TTO",0.09,2020
"USA","COL",201.76,2020
"URY","COL",3.24,2020
"COL","VEN",3.9,2020
"ZAF","COL",0.29,2020
"CRI","DEU",11.240363,2020
"CRI","DEU",11.240363,2020
"CRI","ECU",0.147352,2020
"CRI","ESP",2.554787,2020
"CRI","GBR",53.967788,2020
"CRI","GTM",4.699388,2020
"CRI","HND",5.095752,2020
"CRI","IRL",89.560122,2020
"CRI","IND",8.495127,2020
"CRI","JPN",1.277393,2020
"CRI","LUX",8.020437,2020
"CRI","MEX",0.5153,2020
"CRI","NIC",4.869258,2020
"CRI","NLD",158.734987,2020
"CRI","PAN",9.546606,2020
"CRI","PER",0.879916,2020
"CRI",NA,3.578221,2020
"CRI","SLV",4.933971,2020
"CRI","USA",898.132515,2020
"GBR","CYP",2.848868,2020
"USA","CYP",2.279094,2020
"DEU","CZE",39.770199,2020
"DEU","CZE",39.770199,2020
"CZE","DNK",13.446658,2020
"CZE","EST",0.455819,2020
"EGY","CZE",0.113955,2020
"ESP","CZE",10.483835,2020
"CZE","FIN",0.455819,2020
"FRA","CZE",1.709321,2020
"CZE","GBR",31.451504,2020
"CZE","GRC",0.341864,2020
"CZE","HKG",0.341864,2020
"CZE","HRV",0.113955,2020
"CZE","HUN",0.455819,2020
"IRL","CZE",77.945031,2020
"IND","CZE",0.227909,2020
"CZE","ITA",2.962823,2020
"KOR","CZE",0.113955,2020
"CZE","LTU",0.455819,2020
"LUX","CZE",0.569774,2020
"CZE","LVA",0.455819,2020
"MLT","CZE",2.962823,2020
"CZE","NLD",2.734914,2020
"CZE","POL",2.393049,2020
"PRT","CZE",0.227909,2020
"ROU","CZE",0.569774,2020
"CZE","RUS",2.848868,2020
"SWE","CZE",0.22791,2020
"CZE","SVK",8.774514,2020
"TUR","CZE",0.113955,2020
"CZE","USA",51.393581,2020
"DNK","DEU",8,2020
"DNK","DEU",8,2020
"DEU","ESP",51.4,2020
"DEU","ESP",51.4,2020
"GBR","DEU",214.7,2020
"GBR","DEU",214.7,2020
"DEU","GRC",1.2,2020
"DEU","GRC",1.2,2020
"DEU","HKG",7.9,2020
"DEU","HKG",7.9,2020
"DEU","HRV",2.3,2020
"DEU","HRV",2.3,2020
"DEU","IRL",96,2020
"DEU","IRL",96,2020
"IND","DEU",1.2,2020
"IND","DEU",1.2,2020
"DEU","ITA",98.3,2020
"DEU","ITA",98.3,2020
"DEU","JPN",14.9,2020
"DEU","JPN",14.9,2020
"DEU","KOR",11.4,2020
"DEU","KOR",11.4,2020
"DEU","MEX",5.7,2020
"DEU","MEX",5.7,2020
"DEU","MYS",5.7,2020
"DEU","MYS",5.7,2020
"NLD","DEU",85.7,2020
"NLD","DEU",85.7,2020
"DEU","POL",5.7,2020
"DEU","POL",5.7,2020
"DEU","PRT",4.6,2020
"DEU","PRT",4.6,2020
"ROU","DEU",4.6,2020
"ROU","DEU",4.6,2020
"RUS","DEU",9.1,2020
"RUS","DEU",9.1,2020
"DEU","SWE",14.9,2020
"DEU","SWE",14.9,2020
"DEU","TUR",2.3,2020
"DEU","TUR",2.3,2020
"DEU",NA,1.2,2020
"DEU",NA,1.2,2020
"DEU","ZAF",4.6,2020
"DEU","ZAF",4.6,2020
"DNK","EST",1.367457,2020
"DNK","ESP",4.786099,2020
"DNK","FIN",6.951238,2020
"FRA","DNK",16.8653,2020
"GBR","DNK",40.681837,2020
"DNK","GRC",0.911638,2020
"HKG","DNK",0.113955,2020
"DNK","HRV",0.455819,2020
"DNK","HUN",1.823276,2020
"IRL","DNK",46.721437,2020
"IND","DNK",10.939653,2020
"DNK","ISL",0.227909,2020
"ITA","DNK",8.43265,2020
"DNK","JPN",0.455819,2020
"DNK","KOR",2.279094,2020
"DNK","LTU",0.911637,2020
"DNK","LUX",0.341864,2020
"LVA","DNK",0.569773,2020
"DNK","MLT",4.10237,2020
"DNK","MEX",0.341864,2020
"DNK","MYS",0.341864,2020
"DNK","NLD",2.16514,2020
"DNK","NOR",59.256457,2020
"DNK","PHL",0.455819,2020
"DNK","POL",16.295526,2020
"DNK","PRT",0.227909,2020
"DNK","ROU",0.341864,2020
"RUS","DNK",0.113955,2020
"SWE","DNK",2.848868,2020
"SGP","DNK",0.569774,2020
"DNK","SVN",0.341864,2020
"DNK","SVK",1.367457,2020
"DNK","THA",0.113955,2020
"DNK","TUR",2.393049,2020
"USA","DNK",143.924818,2020
"DNK","ZAF",2.848868,2020
"EST","ESP",5.014008,2020
"EST","FIN",1.253502,2020
"EST","FRA",1.823275,2020
"EST","GBR",3.076778,2020
"EST","HKG",1.139547,2020
"HUN","EST",1.139548,2020
"IRL","EST",24.386311,2020
"EST","ITA",2.393049,2020
"LTU","EST",0.569774,2020
"LUX","EST",7.862876,2020
"EST","LVA",0.455819,2020
"EST","MLT",0.797683,2020
"NLD","EST",9.230333,2020
"EST","POL",1.937231,2020
"EST","PRT",0.227909,2020
"EST","ROU",0.227909,2020
"EST","RUS",0.455819,2020
"SWE","EST",4.444234,2020
"EST","SGP",0.797683,2020
"SVN","EST",0.113955,2020
"USA","EST",10.141971,2020
"FIN","ESP",1.139547,2020
"ESP","FRA",10.255926,2020
"GBR","ESP",21.651398,2020
"IRL","ESP",127.629292,2020
"IND","ESP",3.418642,2020
"ITA","ESP",38.744606,2020
"ESP","MEX",3.418642,2020
"NLD","ESP",37.605059,2020
"POL","ESP",1.139547,2020
"ESP","PRT",5.697736,2020
"SGP","ESP",3.418642,2020
"ESP","USA",107.117441,2020
"FRA","FIN",2.279094,2020
"GBR","FIN",33.046871,2020
"IRL","FIN",30.767775,2020
"IND","FIN",4.558189,2020
"FIN","ITA",1.139547,2020
"FIN","KOR",1.139547,2020
"LUX","FIN",1.139547,2020
"LVA","FIN",1.139547,2020
"MYS","FIN",1.139547,2020
"NLD","FIN",7.976831,2020
"NOR","FIN",1.139547,2020
"PRT","FIN",1.139547,2020
"SWE","FIN",5.697736,2020
"FIN","SGP",4.558189,2020
"USA","FIN",18.232756,2020
"USA","FRA",312.235946,2020
"GBR","GRC",20.5,2020
"GBR","HKG",66.7,2020
"GBR","HUN",10.3,2020
"GBR","IDN",14.1,2020
"IRL","GBR",202.6,2020
"GBR","ISR",11.6,2020
"GBR","IND",34.6,2020
"GBR","ITA",130.8,2020
"GBR","JPN",233.3,2020
"GBR","KOR",29.5,2020
"LTU","GBR",5.1,2020
"GBR","LUX",51.3,2020
"GBR","MLT",12.8,2020
"GBR","MEX",14.1,2020
"GBR","MYS",29.5,2020
"GBR","NLD",166.7,2020
"NOR","GBR",5.1,2020
"GBR","NZL",14.1,2020
"GBR","PHL",7.7,2020
"GBR","PAK",15.4,2020
"GBR","POL",8.9,2020
"GBR","PRT",12.9,2020
"ROU","GBR",15.4,2020
"GBR","RUS",57.7,2020
"GBR","SAU",39.7,2020
"GBR","SWE",67.9,2020
"GBR","SGP",64.1,2020
"GBR","SVN",5.1,2020
"GBR","SVK",5.1,2020
"GBR","THA",19.2,2020
"GBR","TUR",35.9,2020
"GBR",NA,44.9,2020
"GBR","USA",1861.5,2020
"GBR","ZAF",42.3,2020
"GRC","HRV",0.113955,2020
"GRC","HUN",0.341864,2020
"GRC","IRL",6.153555,2020
"ITA","GRC",0.227909,2020
"GRC","LUX",0.569773,2020
"GRC","MLT",0.911638,2020
"NLD","GRC",2.848868,2020
"NOR","GRC",0.113955,2020
"GRC","ROU",0.113955,2020
"GRC","RUS",0.113955,2020
"GRC","SWE",1.937231,2020
"GRC","SVN",0.227909,2020
"GRC","SVK",0.113955,2020
"GRC","THA",0.227909,2020
"GRC","TUR",0.455819,2020
"USA","GRC",9.458243,2020
"GRC","ZAF",0.227909,2020
"HUN","HRV",2.279094,2020
"IRL","HRV",2.279094,2020
"ITA","HRV",1.139547,2020
"NLD","HRV",3.418642,2020
"HRV","POL",2.279094,2020
"SWE","HRV",1.139547,2020
"HRV","TUR",1.139547,2020
"USA","HRV",3.418642,2020
"ITA","HUN",3.418642,2020
"HUN","JPN",0.113955,2020
"HUN","LUX",2.393049,2020
"HUN","LVA",0.227909,2020
"MLT","HUN",0.341864,2020
"NLD","HUN",0.569773000000001,2020
"HUN","NOR",0.113955,2020
"HUN","POL",0.341864,2020
"HUN","PRT",0.113955,2020
"ROU","HUN",1.367456,2020
"HUN","RUS",0.227909,2020
"SWE","HUN",1.93723,2020
"HUN","SVN",0.113955,2020
"HUN","SVK",0.22791,2020
"HUN","TUR",0.227909,2020
"HUN",NA,1.595366,2020
"HUN","USA",13.902476,2020
"IRL","USA",148.141143,2020
"ITA","ISR",1.2,2020
"NLD","ISR",15.2,2020
"USA","ISR",36.5,2020
"ISL","ITA",0.227909,2020
"LTU","ISL",0.113955,2020
"LUX","ISL",2.962823,2020
"MLT","ISL",0.227909,2020
"NLD","ISL",0.341864,2020
"NOR","ISL",1.025593,2020
"NZL","ISL",0.341864,2020
"POL","ISL",0.227909,2020
"ISL","PRT",0.113955,2020
"SWE","ISL",0.341864,2020
"ISL","SGP",1.93723,2020
"USA","ISL",11.965246,2020
"LUX","ITA",10.825699,2020
"ITA","MAR",2.507004,2020
"MLT","ITA",5.127963,2020
"MEX","ITA",0.227909,2020
"NLD","ITA",27.349134,2020
"ITA","NOR",0.455819,2020
"NZL","ITA",0.113955,2020
"ITA","POL",0.113955,2020
"PRT","ITA",0.227909,2020
"ROU","ITA",2.165139,2020
"RUS","ITA",2.051185,2020
"SWE","ITA",13.446658,2020
"SGP","ITA",0.455819,2020
"SVN","ITA",0.22791,2020
"SVK","ITA",0.113955,2020
"THA","ITA",0.227909,2020
"ITA","TUR",0.341864,2020
"USA","ITA",76.69153,2020
"ITA","VEN",0.113955,2020
"LTU","LUX",0.113955,2020
"LVA","LTU",2.620958,2020
"MLT","LTU",0.113955,2020
"NLD","LTU",2.393049,2020
"LTU","NOR",2.848869,2020
"POL","LTU",0.455819,2020
"ROU","LTU",0.113955,2020
"RUS","LTU",0.341864,2020
"LTU","SWE",2.507004,2020
"SGP","LTU",0.113955,2020
"USA","LTU",1.595366,2020
"LTU","ZAF",0.113955,2020
"LVA","MLT",3.418642,2020
"LVA","NLD",1.139547,2020
"POL","LVA",1.139547,2020
"LVA","SGP",1.139547,2020
"LVA","SVK",1.139547,2020
"NLD","NOR",2.507003,2020
"PHL","NLD",4.444235,2020
"SVN","NLD",0.341864,2020
"NLD","THA",0.113954,2020
"ZAF","NLD",2.16514,2020
"USA","NZL",16.8,2020
"ROU","POL",0.227909,2020
"POL","RUS",0.797684,2020
"POL","SWE",20.51185,2020
"POL","SGP",4.672144,2020
"POL","SVK",1.025592,2020
"POL","TUR",0.569774,2020
"USA","POL",11.623381,2020
"SWE","PRT",1.139547,2020
"USA","PRT",3.418642,2020
"RUS","ROU",0.455819,2020
"SWE","ROU",0.455819,2020
"ROU","SGP",0.22791,2020
"SVN","ROU",2.848868,2020
"SVK","ROU",1.139548,2020
"ROU","THA",1.139547,2020
"ROU","TUR",0.683728,2020
"ROU","USA",156.345882,2020
"SRB","USA",2.279094,2020
"RUS","SYC",0.02,2020
"RUS","SWE",0.083,2020
"RUS","SGP",1.772,2020
"SVN","RUS",0.129,2020
"SVK","RUS",0.034,2020
"RUS","THA",0.016,2020
"RUS","TJK",0.587,2020
"RUS","TKM",0.06,2020
"TUR","RUS",0.236,2020
"RUS",NA,0.262,2020
"UKR","RUS",1.224,2020
"USA","RUS",148.091,2020
"RUS","UZB",0.006,2020
"RUS","VNM",0.052,2020
"RUS","ZAF",0.038,2020
"SWE","SGP",1.025593,2020
"SWE","SVN",0.455819,2020
"SWE","SVK",0.569774,2020
"SWE","THA",0.455819,2020
"SWE","TUR",4.444234,2020
"SWE",NA,0.683728,2020
"USA","SWE",47.974939,2020
"SWE","URY",0.113955,2020
"SWE","ZAF",1.367457,2020
"SVK","SVN",0.797683,2020
"SVN","THA",0.113955,2020
"SVN","TUR",7.179148,2020
"SVN",NA,1.367457,2020
"SVN","USA",11.167563,2020
"SVN","ZAF",0.341864,2020
"USA","SVK",8.888469,2020
"USA","VNM",9,2020
"USA","ZAF",22,2020
"DEU","ALB",0.354797,2021
"DEU","ALB",0.354797,2021
"GBR","ALB",0.591329,2021
"GRC","ALB",0.118266,2021
"HUN","ALB",0.473063,2021
"ITA","ALB",0.473063,2021
"SVN","ALB",0.236531,2021
"USA","ALB",0.354797,2021
"BEL","ARG",0.3,2021
"BEL","ARG",0.3,2021
"ARG","BRA",0.2,2021
"CAN","ARG",0.4,2021
"ARG","CHE",0.1,2021
"CHL","ARG",0.1,2021
"ARG","CHN",0.1,2021
"ARG","COL",0.2,2021
"DEU","ARG",0.2,2021
"DEU","ARG",0.2,2021
"ARG","ECU",0.3,2021
"ARG","ESP",0.5,2021
"FRA","ARG",0.1,2021
"GBR","ARG",11.3,2021
"IRL","ARG",0.1,2021
"ARG","ISR",0.1,2021
"IND","ARG",0.1,2021
"ARG","ITA",0.2,2021
"ARG","MEX",1.3,2021
"NLD","ARG",2.2,2021
"ARG","PAN",0.1,2021
"ARG","PER",0.1,2021
"USA","ARG",8.1,2021
"ARG","URY",0.6,2021
"BEL","AUT",3.547972,2021
