"from","to","weight","year"
"BEL","ABW",0.000047,2022
"ABW","BRA",0.00221,2022
"ABW","BRA",0.000661,2023
"ABW","CHE",0.011364,2020
"ABW","CHN",0.00068,2018
"ABW","CHN",0.024524,2019
"CHN","ABW",0.000406,2022
"CHN","ABW",0.000116,2023
"CRI","ABW",0.005115,2017
"DEU","ABW",0.000986,2017
"DEU","ABW",0.00213,2021
"DEU","ABW",0.000385,2023
"ESP","ABW",0.000948,2022
"ABW","GHA",0.002306,2019
"ITA","ABW",0.003444,2017
"ITA","ABW",0.003275,2018
"NLD","ABW",0.004095,2017
"NLD","ABW",0.018377,2018
"NLD","ABW",0.012403,2019
"NLD","ABW",0.005586,2020
"NLD","ABW",0.008964,2021
"NLD","ABW",0.008964,2021
"NOR","ABW",0.002781,2017
"ABW","NZL",0.000153,2021
"PRT","ABW",0.003118,2017
"USA","ABW",0.058091,2017
"USA","ABW",0.04533,2018
"USA","ABW",0.023173,2019
"USA","ABW",0.008353,2020
"USA","ABW",0.020483,2021
"USA","ABW",0.042758,2022
"USA","ABW",0.077977,2023
"ARE","AFG",0.058034,2018
"ARE","AFG",0.213544,2019
"ARE","AFG",0.047606,2020
"ARE","AFG",0.279679,2021
"ARE","AFG",0.00418,2022
"ARE","AFG",0.009626,2023
"CAN","AFG",0.009649,2018
"AFG","CAN",0.000067,2022
"AFG","CAN",0.15605,2023
"CHE","AFG",0.000636,2018
"AFG","CHN",0.005049,2017
"AFG","CHN",0.005049,2017
"AFG","CHN",0.000164,2018
"CHN","AFG",0.000009,2020
"CHN","AFG",0.000027,2021
"CHN","AFG",0.000058,2022
"CHN","AFG",0.000058,2022
"AFG","CZE",0.000122,2020
"DEU","AFG",0.022375,2017
"AFG","DEU",0.019562,2018
"AFG","DEU",0.019562,2018
"DEU","AFG",0.015083,2019
"DEU","AFG",0.004759,2021
"DEU","AFG",0.016231,2023
"AFG","ESP",0.089687,2021
"FRA","AFG",0.001626,2018
"FRA","AFG",0.000306,2019
"GBR","AFG",0.005803,2017
"GBR","AFG",0.02054,2018
"GBR","AFG",0.048351,2019
"GBR","AFG",0.005023,2021
"HKG","AFG",0.003468,2017
"IND","AFG",0.000074,2017
"IND","AFG",0.108558,2023
"AFG","IRL",0.000274,2022
"AFG","ISR",0.001,2019
"AFG","ITA",0.018917,2023
"AFG","JPN",0.0291,2019
"AFG","KOR",0.001663,2018
"LBN","AFG",0.006426,2019
"AFG","MYS",0.444995,2022
"AFG","NLD",0.025589,2018
"AFG","NLD",0.025589,2018
"NLD","AFG",0.030165,2020
"NLD","AFG",0.026249,2021
"NLD","AFG",0.000156,2022
"PHL","AFG",0.531561,2019
"PHL","AFG",0.003633,2020
"PHL","AFG",0.00369,2021
"PHL","AFG",0.682358,2023
"AFG","POL",0.0034,2018
"POL","AFG",0.004048,2020
"POL","AFG",0.004048,2020
"AFG","POL",0.000006,2023
"RUS","AFG",0.00005,2018
"SGP","AFG",0.000929,2019
"AFG","SVK",0.000826,2019
"AFG","SVK",0.00069,2020
"SWE","AFG",0.022837,2019
"TUR","AFG",0.003135,2017
"TUR","AFG",0.00181,2018
"TUR","AFG",0.002746,2019
"TUR","AFG",0.001931,2021
"TUR","AFG",0.025273,2023
"USA","AFG",0.303946,2017
"USA","AFG",0.303946,2017
"USA","AFG",0.121681,2018
"USA","AFG",0.535855,2019
"USA","AFG",0.535855,2019
"USA","AFG",0.112201,2020
"USA","AFG",0.018115,2022
"ARE","AGO",0.028642,2018
"ARE","AGO",0.056635,2019
"ARE","AGO",0.056635,2019
"ARE","AGO",0.080741,2020
"ARE","AGO",0.080741,2020
"ARE","AGO",0.045549,2021
"ARE","AGO",0.090761,2022
"ARE","AGO",0.083236,2023
"AUS","AGO",0.002418,2023
"AUT","AGO",0.036738,2017
"AGO","AUT",0.018545,2018
"AGO","AUT",0.018545,2018
"AGO","AUT",0.041958,2019
"AGO","AUT",0.041958,2019
"AUT","AGO",0.000842,2020
"AUT","AGO",0.000447,2021
"AUT","AGO",0.001078,2022
"AUT","AGO",0.001746,2023
"BEL","AGO",0.007479,2018
"BEL","AGO",0.003339,2019
"BEL","AGO",0.003339,2019
"BEL","AGO",0.163222,2020
"BEL","AGO",0.163222,2020
"BEL","AGO",0.083809,2021
"BEL","AGO",0.083809,2021
"BEL","AGO",0.021794,2022
"AGO","BEL",0.096712,2023
"AGO","BEL",0.096712,2023
"BHR","AGO",0.000095,2019
"BLR","AGO",0.0011,2017
"BRA","AGO",0.012532,2017
"BRA","AGO",0.006834,2018
"BRA","AGO",0.006834,2018
"BRA","AGO",0.006287,2019
"BRA","AGO",0.037793,2020
"BRA","AGO",0.002511,2021
"BRA","AGO",0.000241,2022
"BRA","AGO",0.009105,2023
"CAN","AGO",0.023392,2017
"CAN","AGO",0.01637,2018
"CAN","AGO",0.012722,2019
"CAN","AGO",0.001557,2021
"CAN","AGO",0.015825,2023
"AGO","CHE",0.005428,2017
"CHE","AGO",0.000194,2018
"CHE","AGO",0.011331,2020
"CHE","AGO",0.005696,2022
"CHE","AGO",0.027255,2023
"CHN","AGO",0.023994,2017
"CHN","AGO",0.420631,2018
"CHN","AGO",0.312292,2019
"CHN","AGO",0.112189,2020
"CHN","AGO",0.077217,2021
"CHN","AGO",0.077217,2021
"CHN","AGO",0.143224,2022
"CHN","AGO",0.166612,2023
"CIV","AGO",0.003655,2023
"AGO","COG",0.000081,2018
"AGO","COG",0.010601,2019
"AGO","COG",0.010601,2019
"AGO","COG",0.001621,2020
"COG","AGO",0.000109,2022
"AGO","CUB",0.000093,2019
"AGO","CUB",0.00001,2023
"CYP","AGO",0.000654,2021
"CZE","AGO",0.000796,2017
"CZE","AGO",0.015296,2018
"CZE","AGO",0.001401,2019
"CZE","AGO",0.004461,2020
"CZE","AGO",0.003738,2021
"CZE","AGO",0.012296,2022
"CZE","AGO",0.03497,2023
"DEU","AGO",0.003239,2017
"DEU","AGO",0.145491,2018
"DEU","AGO",0.145491,2018
"DEU","AGO",0.052882,2019
"DEU","AGO",0.086509,2020
"DEU","AGO",0.086509,2020
"DEU","AGO",0.045666,2021
"DEU","AGO",0.034017,2022
"DEU","AGO",0.154078,2023
"DMA","AGO",0.012547,2023
"DNK","AGO",0.017637,2018
"DNK","AGO",0.001953,2019
"DNK","AGO",0.014031,2020
"DNK","AGO",0.008746,2021
"DNK","AGO",0.000889,2022
"DNK","AGO",0.004896,2023
"ESP","AGO",0.01134,2018
"ESP","AGO",0.01134,2018
"ESP","AGO",0.013005,2019
"ESP","AGO",0.01498,2020
"ESP","AGO",0.009928,2021
"ESP","AGO",0.007641,2022
"ESP","AGO",0.009118,2023
"ETH","AGO",0.001841,2022
"ETH","AGO",0.003709,2023
"AGO","FIN",0.000052,2017
"FRA","AGO",0.067826,2017
"FRA","AGO",0.056184,2018
"FRA","AGO",0.056184,2018
"FRA","AGO",0.021939,2019
"FRA","AGO",0.021939,2019
"FRA","AGO",0.137442,2020
"FRA","AGO",0.137442,2020
"FRA","AGO",0.029241,2021
"FRA","AGO",0.029241,2021
"FRA","AGO",0.020093,2022
"FRA","AGO",0.020093,2022
"FRA","AGO",0.023174,2023
"AGO","GAB",0.000056,2019
"AGO","GAB",0.047221,2021
"GBR","AGO",0.033913,2017
"AGO","GBR",0.421194,2018
"AGO","GBR",0.421194,2018
"GBR","AGO",0.057488,2019
"GBR","AGO",0.057488,2019
"GBR","AGO",0.013871,2020
"GBR","AGO",0.081128,2021
"GBR","AGO",0.082593,2022
"GBR","AGO",0.128345,2023
"GBR","AGO",0.128345,2023
"AGO","GHA",0.000087,2018
"GRC","AGO",0.000384,2020
"GRC","AGO",0.000031,2021
"GRC","AGO",0.018547,2022
"GRC","AGO",0.005046,2023
"HKG","AGO",0.03155,2017
"HKG","AGO",0.01223,2018
"HKG","AGO",0.003044,2019
"HKG","AGO",0.004371,2020
"HKG","AGO",0.00048,2021
"HKG","AGO",0.02061,2022
"HKG","AGO",0.009458,2023
"HUN","AGO",0.000291,2022
"HUN","AGO",0.000221,2023
"IDN","AGO",0.000055,2018
"IDN","AGO",0.004183,2021
"IDN","AGO",0.000156,2022
"IDN","AGO",0.000045,2023
"IND","AGO",0.000096,2018
"IND","AGO",0.002461,2019
"IND","AGO",0.001963,2020
"IND","AGO",0.003858,2021
"IND","AGO",0.002573,2022
"IND","AGO",0.01667,2023
"ISR","AGO",0.021716,2018
"ISR","AGO",0.00041,2019
"ISR","AGO",0.003614,2020
"ISR","AGO",0.005764,2022
"ITA","AGO",0.012533,2018
"ITA","AGO",0.012533,2018
"ITA","AGO",0.02062,2019
"ITA","AGO",0.010313,2020
"ITA","AGO",0.010313,2020
"ITA","AGO",0.022342,2021
"ITA","AGO",0.022342,2021
"ITA","AGO",0.019333,2022
"ITA","AGO",0.151902,2023
"JPN","AGO",0.004037,2018
"JPN","AGO",0.001123,2019
"JPN","AGO",0.004295,2020
"JPN","AGO",0.014178,2021
"JPN","AGO",0.001706,2022
"JPN","AGO",0.004698,2023
"JPN","AGO",0.004698,2023
"KEN","AGO",0.003166,2021
"KOR","AGO",0.008799,2018
"KOR","AGO",0.007837,2019
"KOR","AGO",0.007734,2020
"KOR","AGO",0.007734,2020
"KOR","AGO",0.010839,2021
"KOR","AGO",0.000619,2022
"KOR","AGO",0.008514,2023
"AGO","KWT",0.000326,2018
"LBN","AGO",0.001652,2018
"LBN","AGO",0.008647,2019
"LBN","AGO",0.001811,2020
"LBN","AGO",0.006247,2021
"LBN","AGO",0.001456,2023
"LUX","AGO",0.002353,2018
"LUX","AGO",0.004517,2020
"LUX","AGO",0.001295,2021
"LUX","AGO",0.002617,2022
"LVA","AGO",0.000816,2023
"MAC","AGO",0.171812,2020
"MEX","AGO",0.004807,2023
"MHL","AGO",0.000613,2019
"MLT","AGO",0.001853,2019
"AGO","MOZ",0.00234,2022
"MOZ","AGO",0.002,2023
"MRT","AGO",0.017821,2018
"MUS","AGO",0.116226,2018
"MYS","AGO",0.001778,2018
"MYS","AGO",0.003544,2019
"MYS","AGO",0.055099,2020
"AGO","MYS",0.616513,2021
"AGO","MYS",0.616513,2021
"MYS","AGO",0.007537,2022
"MYS","AGO",0.010326,2023
"NAM","AGO",0.00008,2017
"AGO","NAM",0.000021,2019
"AGO","NAM",0.000021,2019
"NAM","AGO",0.001755,2020
"AGO","NAM",0.000024,2021
"AGO","NAM",0.000024,2021
"NAM","AGO",0.002654,2022
"AGO","NAM",0.003149,2023
"NER","AGO",0.016728,2019
"NGA","AGO",0.00008,2020
"NGA","AGO",0.000215,2021
"NGA","AGO",0.000687,2022
"NGA","AGO",0.00017,2023
"NLD","AGO",0.010026,2017
"NLD","AGO",0.010026,2017
"NLD","AGO",0.104749,2018
"NLD","AGO",0.104749,2018
"NLD","AGO",0.211438,2019
"NLD","AGO",0.211438,2019
"NLD","AGO",0.122067,2020
"NLD","AGO",0.122067,2020
"NLD","AGO",0.025272,2021
"NLD","AGO",0.014499,2022
"NLD","AGO",0.014499,2022
"NLD","AGO",0.048044,2023
"NOR","AGO",0.066071,2017
"NOR","AGO",0.0089,2018
"NOR","AGO",0.0089,2018
"NOR","AGO",0.009906,2019
"NOR","AGO",0.009906,2019
"NOR","AGO",0.002816,2020
"NOR","AGO",0.029415,2021
"NOR","AGO",0.012464,2022
"NOR","AGO",0.012464,2022
"NOR","AGO",0.0524,2023
"PAK","AGO",0.002992,2019
"POL","AGO",0.002273,2017
"POL","AGO",0.002882,2019
"POL","AGO",0.00087,2020
"POL","AGO",0.006065,2021
"POL","AGO",0.014848,2022
"POL","AGO",0.002055,2023
"PRK","AGO",0.000872,2022
"PRT","AGO",0.174868,2017
"PRT","AGO",0.841465,2018
"PRT","AGO",0.841465,2018
"PRT","AGO",0.724602,2019
"PRT","AGO",0.724602,2019
"PRT","AGO",0.625754,2020
"PRT","AGO",0.625754,2020
"PRT","AGO",0.586856,2021
"PRT","AGO",0.586856,2021
"PRT","AGO",0.708181,2022
"PRT","AGO",0.708181,2022
"PRT","AGO",0.829305,2023
"PRT","AGO",0.829305,2023
"QAT","AGO",0.001653,2021
"QAT","AGO",0.000023,2022
"QAT","AGO",0.000111,2023
"ROU","AGO",0.001533,2019
"ROU","AGO",0.000076,2022
"RUS","AGO",0.105281,2018
"RUS","AGO",0.0023,2019
"RUS","AGO",0.002394,2021
"SEN","AGO",0.001401,2022
"SGP","AGO",0.00845,2018
"SGP","AGO",0.031224,2019
"SGP","AGO",0.017291,2020
"SGP","AGO",0.017291,2020
"SGP","AGO",0.00245,2021
"SGP","AGO",0.014155,2022
"SGP","AGO",0.014155,2022
"SGP","AGO",0.01756,2023
"SLE","AGO",0.002735,2019
"SOM","AGO",0.001074,2022
"SVK","AGO",0.003938,2018
"AGO","SVK",0.000282,2023
"SWE","AGO",0.000115,2018
"SWE","AGO",0.000361,2019
"SWE","AGO",0.002897,2022
"SWE","AGO",0.093679,2023
"SWE","AGO",0.093679,2023
"SWZ","AGO",0.001102,2019
"SWZ","AGO",0.003067,2022
"AGO","SYC",0.002052,2021
"TGO","AGO",0.003871,2019
"TUN","AGO",0.000574,2021
"TUR","AGO",0.000803,2019
"TUR","AGO",0.004486,2020
"TUR","AGO",0.000199,2022
"TUR","AGO",0.000674,2023
"TZA","AGO",0.00004,2023
"UKR","AGO",0.000133,2019
"UKR","AGO",0.00381,2022
"USA","AGO",0.002881,2017
"USA","AGO",0.128947,2018
"USA","AGO",0.085469,2019
"USA","AGO",0.085469,2019
"USA","AGO",0.104907,2020
"USA","AGO",0.104907,2020
"USA","AGO",0.041305,2021
"USA","AGO",0.038831,2022
"USA","AGO",0.038831,2022
"USA","AGO",0.131424,2023
"USA","AGO",0.131424,2023
"VNM","AGO",0.001228,2018
"VNM","AGO",0.000453,2019
"VNM","AGO",0.000131,2020
"VNM","AGO",0.001113,2021
"VNM","AGO",0.001298,2022
"VNM","AGO",0.000578,2023
"ZAF","AGO",0.057058,2017
"ZAF","AGO",0.10051,2018
"ZAF","AGO",0.10051,2018
"ZAF","AGO",0.023118,2019
"ZAF","AGO",0.009487,2020
"ZAF","AGO",0.036906,2021
"ZAF","AGO",0.036906,2021
"ZAF","AGO",0.021707,2022
"ZAF","AGO",0.021707,2022
"ZAF","AGO",0.058787,2023
"ZAF","AGO",0.058787,2023
"AGO","ZMB",0.000004,2018
"AIA","BEL",0.001686,2017
"AIA","CHL",0.000569,2019
"AIA","CHL",0.009262,2020
"AIA","CHL",0.002728,2023
"ESP","AIA",0.006827,2023
"AIA","FIN",0.000125,2018
"AIA","IND",0.132754,2017
"AIA","IND",0.079801,2018
"NLD","AIA",0.000156,2020
"AIA","NLD",0.037107,2023
"AIA","PHL",0.056277,2020
"AIA","POL",0.000902,2022
"AIA","POL",0.000253,2023
"AIA","SGP",0.006602,2020
"USA","AIA",0.1098,2017
"USA","AIA",0.057818,2018
"USA","AIA",1.207378,2022
"USA","AIA",0.01675,2023
"ARE","ALB",0.017769,2018
"ARE","ALB",0.000721,2019
"AUT","ALB",0.01868,2017
"AUT","ALB",0.006035,2019
"AUT","ALB",0.000828,2020
"AUT","ALB",0.022516,2021
"AUT","ALB",0.022516,2021
"AUT","ALB",0.065643,2022
"AUT","ALB",0.011782,2023
"ALB","BEL",0.026762,2017
"ALB","BEL",0.00772,2018
"ALB","BEL",0.00772,2018
"BEL","ALB",0.001266,2019
"BEL","ALB",0.000976,2020
"BEL","ALB",0.000254,2021
"BEL","ALB",0.000254,2021
"ALB","BEL",0.000275,2023
"ALB","BEL",0.000275,2023
"BGR","ALB",0.001637,2018
"BGR","ALB",0.000734,2020
"BGR","ALB",0.002991,2021
"BGR","ALB",0.012207,2022
"BGR","ALB",0.00587,2023
"BRA","ALB",0.002933,2023
"CAN","ALB",0.00087,2018
"ALB","CHE",0.00091,2017
"CHE","ALB",0.000197,2018
"ALB","CHE",0.000073,2022
"ALB","CHE",0.000125,2023
"ALB","CHL",0.001837,2021
"CHN","ALB",0.003814,2017
"CHN","ALB",0.031409,2018
"CHN","ALB",0.001761,2019
"CHN","ALB",0.119258,2020
"CHN","ALB",0.119258,2020
"CHN","ALB",0.048637,2021
"CHN","ALB",0.002866,2022
"CHN","ALB",0.180043,2023
"ALB","COL",0.008524,2019
"ALB","CUB",0.002292,2020
"CZE","ALB",0.009675,2017
"CZE","ALB",0.015974,2018
"CZE","ALB",0.008556,2019
"CZE","ALB",0.01667,2020
"CZE","ALB",0.017049,2021
"CZE","ALB",0.017049,2021
"CZE","ALB",0.002794,2022
"CZE","ALB",0.011065,2023
"DEU","ALB",0.033737,2017
"DEU","ALB",0.003186,2018
"DEU","ALB",0.00781,2019
"DEU","ALB",0.00781,2019
"DEU","ALB",0.090506,2020
"DEU","ALB",0.025471,2021
"DEU","ALB",0.025471,2021
"ALB","DEU",0.13292,2022
"ALB","DEU",0.13292,2022
"DEU","ALB",0.046962,2023
"DEU","ALB",0.046962,2023
"DNK","ALB",0.002011,2021
"ALB","DOM",0.0033,2021
"ALB","DOM",0.002113,2023
"ALB","ESP",0.000299,2020
"ESP","ALB",0.001477,2021
"ESP","ALB",0.000175,2022
"ESP","ALB",0.000175,2022
"FRA","ALB",0.002945,2019
"FRA","ALB",0.003004,2020
"FRA","ALB",0.000065,2021
"FRA","ALB",0.000062,2022
"ALB","FRA",0.001164,2023
"ALB","FRA",0.001164,2023
"GBR","ALB",0.026019,2018
"ALB","GBR",0.08797,2019
"ALB","GBR",0.08797,2019
"GBR","ALB",0.008702,2020
"GBR","ALB",0.014499,2021
"GBR","ALB",0.013582,2022
"GBR","ALB",0.013582,2022
"GBR","ALB",0.059081,2023
"GRC","ALB",0.009391,2017
"GRC","ALB",0.002911,2018
"GRC","ALB",0.003646,2019
"GRC","ALB",0.001488,2020
"GRC","ALB",0.002473,2021
"GRC","ALB",0.061907,2022
"GRC","ALB",0.02234,2023
"GRC","ALB",0.02234,2023
"HRV","ALB",0.000774,2019
"HRV","ALB",0.001751,2020
"HRV","ALB",0.001364,2023
"HUN","ALB",0.026874,2017
"HUN","ALB",0.016522,2018
"HUN","ALB",0.006217,2019
"HUN","ALB",0.00525,2020
"HUN","ALB",0.005959,2021
"HUN","ALB",0.00286,2022
"IND","ALB",0.002112,2022
"ALB","IND",0.006985,2023
"ALB","IND",0.006985,2023
"IRL","ALB",0.004519,2017
"ALB","IRL",0.001513,2021
"ISR","ALB",0.008,2020
"ITA","ALB",0.094395,2017
"ITA","ALB",0.122665,2018
"ITA","ALB",0.122665,2018
"ITA","ALB",0.058232,2019
"ITA","ALB",0.058232,2019
"ITA","ALB",0.2059,2020
"ITA","ALB",0.2059,2020
"ITA","ALB",0.308273,2021
"ITA","ALB",0.19646,2022
"ITA","ALB",0.19646,2022
"ITA","ALB",0.054684,2023
"ALB","JPN",0.004814,2022
"KOR","ALB",0.001495,2018
"KOR","ALB",0.004554,2020
"LTU","ALB",0.000159,2018
"LUX","ALB",0.001551,2021
"MNE","ALB",0.000918,2017
"MNE","ALB",0.000122,2020
"MYS","ALB",0.016514,2018
"MYS","ALB",0.043061,2020
"MYS","ALB",0.043061,2020
"MYS","ALB",0.023143,2023
"NLD","ALB",0.008642,2017
"NLD","ALB",0.008642,2017
"ALB","NLD",0.03098,2018
"ALB","NLD",0.03098,2018
"NLD","ALB",0.026609,2019
"NLD","ALB",0.026609,2019
"NLD","ALB",0.011404,2020
"NLD","ALB",0.011404,2020
"NLD","ALB",0.023857,2021
"NLD","ALB",0.023857,2021
"ALB","NLD",0.165118,2022
"ALB","NLD",0.165118,2022
"ALB","NLD",0.05283,2023
"ALB","NLD",0.05283,2023
"ALB","PHL",0.000437,2019
"ALB","PHL",0.00199,2022
"ALB","PHL",0.000508,2023
"POL","ALB",0.000294,2019
"POL","ALB",0.040189,2020
"POL","ALB",0.031053,2021
"POL","ALB",0.034065,2022
"POL","ALB",0.040417,2023
"PRT","ALB",0.018303,2017
"PRT","ALB",0.016125,2018
"PRT","ALB",0.01853,2019
"PRT","ALB",0.008456,2020
"ROU","ALB",0.001262,2020
"ROU","ALB",0.004572,2021
"ALB","SGP",0.001929,2023
"SRB","ALB",0.00191,2017
"SRB","ALB",0.02187,2019
"SRB","ALB",0.002046,2020
"SRB","ALB",0.004217,2021
"SRB","ALB",0.002763,2023
"SVK","ALB",0.000006,2017
"SVK","ALB",0.000003,2020
"SVK","ALB",0.000005,2021
"SVN","ALB",0.005246,2017
"SVN","ALB",0.000291,2018
"SVN","ALB",0.000534,2021
"SWE","ALB",0.000469,2017
"SWE","ALB",0.004886,2020
"SWE","ALB",0.004053,2023
"SWE","ALB",0.004053,2023
"ALB","TUR",0.096695,2017
"ALB","TUR",0.096695,2017
"TUR","ALB",0.012179,2018
"TUR","ALB",0.017893,2019
"TUR","ALB",0.010068,2020
"TUR","ALB",0.003045,2021
"TUR","ALB",0.00924,2022
"TUR","ALB",0.005735,2023
"USA","ALB",0.003219,2017
"USA","ALB",0.014279,2018
"USA","ALB",0.014279,2018
"USA","ALB",0.001717,2020
"USA","ALB",0.012326,2021
"USA","ALB",0.003263,2022
"USA","ALB",0.025438,2023
"USA","ALB",0.025438,2023
"VNM","ALB",0.048848,2023
"AND","ARE",0.581719,2022
"AUS","AND",0.003207,2020
"AND","AUS",0.001072,2021
"AUS","AND",0.001028,2023
"AUT","AND",0.001019,2017
"AUT","AND",0.001663,2018
"AND","AUT",0.056537,2019
"AUT","AND",0.033293,2020
"AUT","AND",0.196106,2021
"AUT","AND",0.06221,2022
"AUT","AND",0.06221,2022
"BEL","AND",0.010457,2020
"BEL","AND",0.001628,2022
"BEL","AND",0.044488,2023
"BGR","AND",0.000281,2017
"AND","BLR",0.0005,2017
"AND","BLR",0.0018,2018
"AND","BLR",0.0029,2019
"AND","BLR",0.0003,2020
"BRA","AND",0.0001,2023
"AND","CAN",0.036671,2020
"CHE","AND",0.041814,2017
"CHE","AND",0.041814,2017
"CHE","AND",0.015931,2018
"CHE","AND",0.015931,2018
"AND","CHE",0.010978,2021
"CHN","AND",0.022646,2017
"CHN","AND",0.022646,2017
"CHN","AND",0.001925,2018
"CHN","AND",0.001925,2018
"CHN","AND",0.008862,2019
"CHN","AND",0.008862,2019
"CHN","AND",0.11297,2020
"CHN","AND",0.11297,2020
"CHN","AND",0.021121,2021
"CHN","AND",0.021121,2021
"CHN","AND",0.053656,2022
"CHN","AND",0.053656,2022
"CHN","AND",0.012256,2023
"CHN","AND",0.012256,2023
"CZE","AND",0.001203,2021
"DEU","AND",0.152905,2017
"DEU","AND",0.022306,2018
"DEU","AND",0.030342,2019
"DEU","AND",0.000707,2020
"DEU","AND",0.000028,2021
"DEU","AND",0.000028,2021
"DEU","AND",0.005056,2022
"DEU","AND",0.005056,2022
"DEU","AND",0.002109,2023
"DNK","AND",0.000083,2022
"AND","ECU",0.012327,2018
"ESP","AND",6.493944,2017
"ESP","AND",6.493944,2017
"ESP","AND",7.230178,2018
"ESP","AND",7.230178,2018
"ESP","AND",11.411097,2019
"ESP","AND",11.411097,2019
"ESP","AND",9.301566,2020
"ESP","AND",9.301566,2020
"ESP","AND",8.589545,2021
"ESP","AND",8.589545,2021
"ESP","AND",13.77446,2022
"ESP","AND",13.77446,2022
"ESP","AND",14.474227,2023
"ESP","AND",14.474227,2023
"AND","FIN",0.057507,2017
"AND","FIN",0.057507,2017
"AND","FIN",0.047376,2018
"AND","FIN",0.047376,2018
"FIN","AND",0.006581,2019
"AND","FIN",0.012923,2020
"FIN","AND",0.148368,2021
"FIN","AND",0.063095,2022
"FIN","AND",0.156885,2023
"FRA","AND",1.664633,2017
"FRA","AND",1.664633,2017
"FRA","AND",0.317813,2018
"FRA","AND",0.317813,2018
"FRA","AND",0.107025,2019
"FRA","AND",0.107025,2019
"AND","FRA",0.169796,2020
"AND","FRA",0.169796,2020
"FRA","AND",0.001481,2021
"FRA","AND",0.001481,2021
"FRA","AND",0.046762,2022
"FRA","AND",0.046762,2022
"FRA","AND",9.16847,2023
"FRA","AND",9.16847,2023
"AND","GBR",0.02212,2018
"AND","GBR",0.02212,2018
"AND","GBR",0.008384,2019
"AND","GBR",0.002883,2021
"AND","GBR",0.002883,2021
"AND","GBR",0.027707,2022
"AND","GBR",0.027707,2022
"AND","GBR",0.018228,2023
"AND","GRC",0.000431,2019
"AND","IND",0.028874,2023
"IRL","AND",0.000035,2017
"IRL","AND",0.000236,2019
"AND","IRL",0.031056,2020
"ITA","AND",0.000112,2018
"ITA","AND",0.001277,2019
"ITA","AND",0.000034,2021
"ITA","AND",0.000064,2022
"ITA","AND",0.000282,2023
"JPN","AND",0.000233,2018
"JPN","AND",0.001593,2021
"KOR","AND",0.132468,2017
"KOR","AND",0.04773,2018
"KOR","AND",0.116343,2019
"KOR","AND",0.000012,2020
"KOR","AND",0.000012,2020
"KOR","AND",0.016197,2021
"KOR","AND",0.016197,2021
"KOR","AND",0.010849,2022
"LTU","AND",0.074367,2022
"AND","LUX",0.000063,2017
"AND","LUX",0.000167,2019
"AND","LVA",0.162302,2019
"AND","LVA",0.19402,2020
"LVA","AND",1.04666,2023
"MAR","AND",0.158527,2017
"MAR","AND",0.035284,2018
"MAR","AND",0.126282,2019
"MAR","AND",0.006891,2020
"MEX","AND",0.000011,2017
"MYS","AND",0.003734,2017
"MYS","AND",0.008476,2020
"MYS","AND",0.000428,2021
"MYS","AND",0.006133,2023
"NLD","AND",0.000074,2017
"NLD","AND",0.001375,2018
"AND","NLD",0.004184,2019
"AND","NLD",0.004184,2019
"NLD","AND",0.084312,2020
"NLD","AND",0.084312,2020
"NLD","AND",0.000144,2021
"NLD","AND",0.000059,2022
"NLD","AND",0.001666,2023
"NLD","AND",0.001666,2023
"AND","NOR",2.890666,2017
"AND","NOR",2.890666,2017
"AND","NOR",2.694166,2018
"AND","NOR",2.694166,2018
"AND","NOR",1.043448,2019
"AND","NOR",1.043448,2019
"AND","NOR",0.091855,2020
"NOR","AND",0.064485,2021
"NOR","AND",0.03849,2022
"NOR","AND",1.953046,2023
"PHL","AND",0.000016,2018
"AND","PHL",0.069635,2019
"AND","PHL",0.069635,2019
"PHL","AND",0.000285,2020
"PHL","AND",0.00364,2021
"PHL","AND",0.000051,2022
"PHL","AND",0.000441,2023
"AND","POL",0.069457,2017
"AND","POL",0.093705,2018
"AND","POL",0.009883,2019
"AND","POL",0.000273,2021
"AND","POL",0.000039,2022
"ROU","AND",0.579855,2020
"ROU","AND",0.172264,2022
"ROU","AND",2.047545,2023
"ROU","AND",2.047545,2023
"AND","RUS",0.000036,2017
"RUS","AND",0.00074,2021
"SGP","AND",0.082258,2017
"SGP","AND",0.031932,2018
"SGP","AND",0.031932,2018
"SGP","AND",0.072973,2019
"AND","SGP",0.000936,2020
"SGP","AND",0.000732,2021
"SGP","AND",0.087053,2022
"SGP","AND",0.087053,2022
"SGP","AND",0.007324,2023
"AND","SLV",0.000375,2022
"SVK","AND",0.000162,2017
"AND","SVK",0.000008,2018
"AND","SVN",0.000018,2019
"SWE","AND",0.004123,2019
"SWE","AND",0.000109,2020
"AND","SWE",0.006763,2021
"AND","THA",0.016999,2017
"AND","THA",0.016999,2017
"AND","THA",0.010296,2018
"AND","THA",0.002907,2019
"THA","AND",0.000013,2020
"AND","THA",0.003439,2023
"AND","THA",0.003439,2023
"TUN","AND",0.000041,2018
"AND","USA",0.111287,2017
"AND","USA",0.019429,2018
"AND","USA",0.00783799999999999,2020
"AND","USA",0.00783799999999999,2020
"AND","USA",0.462679,2021
"AND","USA",0.462679,2021
"AND","USA",3.046921,2022
"AND","USA",0.634493,2023
"VNM","AND",0.000132,2018
"AND","ZAF",0.00002,2019
"AND","ZAF",0.000163,2020
"ARE","ARM",0.114974,2018
"ARE","ARM",0.038398,2019
"ARE","ARM",0.222335,2020
"ARE","ARM",0.301501,2021
